3.027522938320461043e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.382853895554610857e-02 4.654152172418843381e-02 1.869783572005086214e-02 3.196686378301567821e-02 2.824786768812899140e-01 2.337342691038629405e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.049853371050770257e-01 1.816693429741089993e-01 0.000000000000000000e+00 1.656234261496869649e-03 1.331422690480431586e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.035766296883668287e-02
0.000000000000000000e+00 1.308894290793164439e-01 8.633705474318941198e-01 0.000000000000000000e+00 5.265764390570490047e-03 2.405188360419026220e-04 0.000000000000000000e+00 2.337402621769275152e-04 0.000000000000000000e+00 0.000000000000000000e+00
7.706686320543180979e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.869565219693807068e-01 4.344992519980953039e-02 2.007552789025886242e-01 1.491736620746321740e-01 2.040995482907146941e-01 3.849820035744246777e-02 0.000000000000000000e+00
5.132264728241693608e-02 2.855100488003050815e-02 1.259905956924783632e-01 5.211727717568557378e-02 3.958333335575921486e-01 1.203221166950270982e-01 0.000000000000000000e+00 1.834928280860735339e-01 2.563787645119448844e-02 1.673232017950128728e-02
2.229472624527624805e-02 2.481749376575016416e-02 6.222546246664362353e-03 2.603766245523275735e-01 1.301031455881286880e-01 3.636363638883495786e-01 6.658018774355525804e-02 7.749340087857177484e-02 0.000000000000000000e+00 4.847551109137624575e-02
7.990026939687978891e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.055688384054182971e-01 0.000000000000000000e+00 1.395668974470638535e-01 2.727272729512643656e-01 6.802445016917851861e-02 3.421227163019526646e-02 0.000000000000000000e+00
1.773285469947374071e-01 0.000000000000000000e+00 3.183719131951057504e-03 1.393667726436453869e-01 1.044584575489647810e-01 4.079875416608635258e-02 1.708479657642899413e-02 3.920454548632105185e-01 1.257334980749756359e-01 0.000000000000000000e+00
2.715209011789984639e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.864581879091822020e-02 2.700812621537129407e-02 0.000000000000000000e+00 1.590063883811123485e-02 2.326691954828989939e-01 4.042553194937016925e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.466151177799052130e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.059553320688679939e-02 1.623545663969810926e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.304347826162269020e-01
