-63.2018,133.312
-68.6584,-14.1918
-76.8894,-46.2571
-67.3022,147.575
-132.299,168.902
-121.68,159.971
-77.2616,155.111
-77.2616,155.111
-147.339,-38.8516
-76.8894,-46.2571
-134.253,27.8308
-79.1265,110.757
-121.68,159.971
-72.9389,146.828
-74.1198,-7.63726
-162.784,66.0334
-68.0751,155.942
-93.4605,135.156
-84.1144,-11.5205
-78.9184,159.752
-106.519,161.279
-138.927,154.343
-72.9389,146.828
-121.601,-167.385
-100.321,138.891
-77.6185,-15.9332
-60.8553,158.163
-110.407,170.667
-72.7329,38.9253
-84.1144,-11.5205
-87.6077,157.509
-68.4006,171.163
-76.6922,58.1777
-68.2523,127.757
-72.614,168.069
-79.1265,110.757
-71.1157,114.679
-134.253,27.8308
-144.665,42.0364
-121.68,159.971
-147.168,151.677
-76.6922,58.1777
-134.253,27.8308
-84.1144,-11.5205
-162.784,66.0334
-121.601,-167.385
-136.833,149.717
-76.7253,-15.1233
-149.272,134.422
-62.4913,149.183
-68.0751,155.942
-74.3121,148.555
-67.5467,12.3801
-77.6185,-15.9332
-106.443,159.7
-66.3156,-41.5965
-136.631,147.276
-84.1144,-11.5205
-60.8553,158.163
-99.4049,133.976
-106.519,161.279
-61.2045,96.4828
-127.445,-5.73197
-68.6584,-14.1918
-79.1265,110.757
-77.6185,-15.9332
-67.3022,147.575
-100.073,7.4423
-60.8553,158.163
-124.087,178.409
-167.175,167.529
-92.9393,26.9938
-118.788,-6.17227
-147.339,-38.8516
-144.665,42.0364
-45.8258,129.366
-100.321,138.891
-71.1157,114.679
-121.965,2.54981
-147.327,31.0983
-150.551,153.4
-132.367,-38.7909
-95.6775,2.91185
-127.445,-5.73197
-68.4006,171.163
-67.5467,12.3801
-118.788,-6.17227
-84.1144,-11.5205
-72.614,168.069
-144.665,42.0364
-134.253,27.8308
-98.3787,-178.861
-84.1144,-11.5205
-110.407,170.667
-98.3787,-178.861
-77.2616,155.111
-60.8553,158.163
-68.2523,127.757
-150.551,153.4
-83.0586,-169.623
