uid, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, StagingOutput, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, PendingOutputStaging, 
unit.000100, 815.138599873, 819.894799948, 814.018799782, 830.491399765, 814.047499895, 827.597899914, 815.14109993, 814.072699785, 830.280899763, 819.893899918, 815.135100126, 813.884899855, 815.138200045, 815.065999985, 819.938299894, 
unit.000101, 816.320899963, 821.199899912, 814.184699774, 834.01369977, 815.074799776, 830.179599762, 816.323400021, 815.100099802, 832.80739975, 821.198899984, 816.317199945, 814.028999805, 816.3204, 816.237800121, 821.209599972, 
unit.000106, 828.521100044, 829.929899931, 827.247799873, 830.770900011, 827.570199728, 830.103599787, 828.522700071, 827.595499754, 830.128899813, 829.929800034, 828.51880002, 827.119699717, 828.520799875, 828.50999999, 829.939999819, 
unit.000107, 831.675899982, 833.342700005, 830.566299915, 837.408199787, 830.684299707, 835.5770998, 831.67750001, 830.709499836, 835.602599859, 833.342400074, 831.673700094, 830.438199759, 831.675699949, 831.664900064, 833.382999897, 
unit.000104, 825.583799839, 831.235899925, 823.906099796, 837.45909977, 824.474299908, 833.104799747, 825.586899996, 824.499599934, 835.744999886, 831.234499931, 825.579800129, 823.750699759, 825.583400011, 825.466200113, 831.270199776, 
unit.000105, 825.466799974, 827.057099819, 824.039699793, 830.618799925, 824.439499855, 827.407099724, 825.468499899, 824.464699745, 827.432599783, 827.019099951, 825.464400053, 823.911499739, 825.466500044, 825.45510006, 827.111399889, 
unit.000108, 831.685600042, 833.443599939, 830.701499939, 837.534899712, 830.735099792, 835.628499746, 831.703999996, 830.760199785, 835.653699875, 833.443500042, 831.683200121, 830.573699713, 831.685299873, 831.674400091, 833.486999989, 
unit.000109, 832.83039999, 834.246599913, 830.833999872, 837.585699797, 831.727399826, 835.679399729, 832.832000017, 831.752599716, 835.704599857, 834.246599913, 832.828099966, 830.706399918, 832.830099821, 832.819299936, 834.281499863, 
unit.000110, 832.954299927, 839.165199995, 831.000599861, 850.996299744, 831.803299904, 845.11439991, 832.957499981, 831.82859993, 847.792499781, 839.163500071, 832.950099945, 830.84469986, 832.953799963, 832.829999924, 839.200399876, 
unit.000069, 146.417099953, 801.225699902, 144.320399761, 813.827399731, 145.212199926, 805.967399836, 146.41869998, 145.237299919, 811.01639986, 801.225600004, 146.414900064, 144.193499804, 146.41689992, 146.321799994, 801.270899773, 
unit.000068, 146.323099852, 797.010699987, 144.188699722, 804.163999796, 145.211099863, 797.058799744, 146.324699879, 145.236199856, 803.17689991, 797.010400057, 146.320899963, 144.0618999, 146.322799921, 146.252399921, 797.072799921, 
unit.000061, 140.946899891, 142.899099827, 139.731399775, 144.257799864, 139.876799822, 143.259499788, 140.948499918, 139.901899815, 143.284799814, 142.845999956, 140.944600105, 139.603899717, 140.946699858, 140.917599916, 142.937399864, 
unit.000060, 140.91899991, 142.873799801, 139.598799706, 144.308399916, 139.876099825, 143.249299765, 140.920599937, 139.901199818, 143.274599791, 142.845499992, 140.916700125, 139.471599817, 140.918799877, 140.873700142, 142.898499966, 
unit.000063, 141.928099871, 143.748299837, 139.996499777, 148.211299896, 140.953799725, 144.336899757, 141.929699898, 140.978899717, 144.361799717, 143.74849987, 141.925800085, 139.86899972, 141.927899837, 141.853500128, 143.773000002, 
unit.000062, 141.001799822, 142.946399927, 139.86349988, 144.359099865, 139.926699877, 143.300299883, 141.003399849, 139.951999903, 143.325399876, 142.94659996, 140.999400139, 139.736399889, 141.001499891, 140.945500135, 142.994899988, 
unit.000047, 139.465600014, 142.445599794, 137.866999865, 144.409799814, 138.496199846, 142.903399706, 139.467099905, 138.521299839, 142.928799868, 142.438799858, 139.463200092, 137.73879981, 139.465299845, 139.436200142, 142.502999783, 
unit.000064, 142.000699997, 143.848899841, 140.12959981, 148.263399839, 141.004099846, 144.377499819, 142.002199888, 141.029199839, 144.403799772, 143.849099874, 141.998399973, 140.002199888, 142.000399828, 141.926700115, 143.864499807, 
unit.000067, 145.152799845, 818.422499895, 144.054199934, 830.669799805, 144.135099888, 821.202199936, 145.154500008, 144.160199881, 827.381099939, 818.388299942, 145.150500059, 143.925899744, 145.152599812, 145.104700089, 818.485199928, 
unit.000066, 145.105999947, 802.229899883, 143.920199871, 810.611399889, 144.133799791, 803.202499866, 145.107599974, 144.158799887, 808.268399715, 802.229500055, 145.103800058, 143.792999744, 145.105700016, 145.066299915, 802.303999901, 
unit.000009, 123.86590004, 133.811800003, 111.695799828, 136.607599735, 111.813299894, 134.755199909, 123.934700012, 111.838499784, 134.780399799, 133.307499886, 123.861999989, 111.227399826, 123.865700006, 123.855000019, 133.876699924, 
unit.000008, 123.863199949, 133.378199816, 111.619799852, 136.658299923, 111.762099743, 134.69119978, 123.905200005, 111.787399769, 134.716399908, 133.302599907, 123.838900089, 111.225599766, 123.862999916, 123.83190012, 133.446699858, 
unit.000003, 124.271100044, 134.316699982, 112.225299835, 136.404999733, 112.371999741, 135.299999714, 124.386999846, 112.397199869, 135.325399876, 133.812900066, 124.269099951, 111.217599869, 124.270900011, 124.17779994, 134.325599909, 
unit.000002, 124.179100037, 134.132499933, 112.200199842, 136.455499887, 112.321899891, 135.261999846, 124.377500057, 112.347099781, 135.286999941, 133.811100006, 124.177099943, 111.215999842, 124.178900003, 124.020100117, 134.169499874, 
unit.000001, 123.86500001, 133.447399855, 111.670499802, 136.92359972, 111.812799931, 134.741799831, 123.924999952, 111.837999821, 134.767099857, 133.302999973, 123.854200125, 111.214299917, 123.864799976, 123.847199917, 133.476999998, 
unit.000000, 124.005800009, 134.307299852, 112.124599934, 136.556799889, 112.270499706, 135.198499918, 124.348500013, 112.295599937, 135.223599911, 133.812599897, 124.003900051, 111.212599754, 124.005599976, 123.99729991, 134.315999985, 
unit.000007, 123.861299992, 133.338099957, 111.569399834, 137.025499821, 111.711599827, 134.64049983, 123.885499954, 111.73669982, 134.66569972, 133.302199841, 123.82310009, 111.224099874, 123.861099958, 123.815900087, 133.377599955, 
unit.000006, 123.859299898, 133.301799774, 111.518899918, 137.076099873, 111.660599709, 134.589699745, 123.863800049, 111.686299801, 134.614799738, 133.301699877, 123.807300091, 111.222399712, 123.858999968, 123.148699999, 133.337199926, 
unit.000005, 124.013099909, 134.065799952, 112.149799824, 137.22879982, 112.271099806, 135.21119976, 124.358200073, 112.296299934, 135.236299753, 133.810800076, 124.011199951, 111.220799923, 124.012899876, 124.004600048, 134.131899834, 
unit.000004, 123.896199942, 133.755599976, 111.796499729, 137.279399872, 111.915099859, 134.856699944, 123.981799841, 111.940299749, 134.881799936, 133.307100058, 123.894299984, 111.219199896, 123.895999908, 123.886399984, 133.811199903, 
unit.000046, 139.437599897, 782.761699915, 137.638299942, 794.659699917, 138.495099783, 783.674099922, 139.442100048, 138.520199776, 793.352599859, 782.761399984, 139.435400009, 137.510899782, 139.437299967, 139.380199909, 782.806699991, 
unit.000130, 886.735699892, 888.318799973, 885.719299793, 892.367899895, 885.756299734, 891.274599791, 886.737299919, 885.781499863, 891.299899817, 888.31889987, 886.733400106, 885.591499805, 886.735499859, 886.724299908, 888.513700008, 
unit.000078, 147.398999929, 852.805299997, 145.528799772, 861.008399725, 146.490999937, 852.951899767, 147.40079999, 146.51609993, 859.524699926, 852.805000067, 147.396500111, 145.401799917, 147.398699999, 147.380300045, 852.864899874, 
unit.000079, 147.584499836, 904.112799883, 145.662599802, 910.552499771, 146.491599798, 904.51189971, 147.586099863, 146.516699791, 909.703399897, 904.061199903, 147.582299948, 145.535099745, 147.584199905, 147.397500038, 904.115999937, 
unit.000076, 146.79309988, 856.218400002, 145.2645998, 868.039699793, 145.414199829, 861.845499754, 146.794699907, 145.439199924, 866.879299879, 856.218199968, 146.790699959, 145.136999846, 146.79279995, 146.704299927, 856.268699884, 
unit.000077, 146.828299999, 810.761099815, 145.396999836, 820.426999807, 145.414799929, 813.445899725, 146.829900026, 145.439799786, 818.564799786, 810.760999918, 146.826100111, 145.269699812, 146.828099966, 146.791700125, 810.828299999, 
unit.000074, 146.641499996, 952.983899832, 144.995599747, 962.683699846, 145.363199711, 954.171799898, 146.643100023, 145.388799906, 959.288399935, 952.983799934, 146.639199972, 144.867899895, 146.641199827, 146.594799995, 953.140599966, 
unit.000075, 146.705600023, 856.822399855, 145.13139987, 868.090599775, 145.364299774, 859.551199913, 146.707299948, 145.38929987, 864.635599852, 856.822099924, 146.703299999, 145.003399849, 146.705299854, 146.640100002, 856.870199919, 
unit.000072, 146.548099995, 908.175599813, 144.725099802, 917.423299789, 145.312499762, 908.804099798, 146.549700022, 145.337599754, 913.946399927, 908.175299883, 146.545900106, 144.597199917, 146.547799826, 146.530600071, 908.218400002, 
unit.000073, 146.596199989, 869.455099821, 144.860699892, 878.387599707, 145.313699722, 870.812299728, 146.597800016, 145.338799715, 875.958799839, 869.454900026, 146.593899965, 144.732899904, 146.59589982, 146.546800137, 869.504199982, 
unit.000070, 146.470199823, 804.838899851, 144.454499722, 817.156099796, 145.26189971, 811.042299747, 146.47179985, 145.286899805, 816.063199759, 804.838500023, 146.467999935, 144.326099873, 146.470000029, 146.415800095, 804.902499914, 
unit.000071, 146.531899929, 839.808499813, 144.589599848, 847.652399778, 145.262899876, 839.889099836, 146.533499956, 145.288099766, 845.041799784, 839.766799927, 146.529700041, 144.461599827, 146.531599998, 146.468899965, 839.902899981, 
