uid, cores, executable, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, StagingOutput, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, PendingOutputStaging,
unit.000018, 8, gmx mdrun, 132.27060008, 507.560299873, 130.737299919, 510.061199903, 131.330600023, 507.663500071, 132.28640008, 131.356400013, 507.688699961, 507.554199934, 132.275000095, 130.6098001, 132.27030015, 132.272399902, 507.572299957
unit.000019, 8, gmx mdrun, 132.273200035, 487.812899828, 130.870300055, 490.714799881, 131.331099987, 488.322799921, 132.296900034, 131.356899977, 488.348099947, 487.806699991, 132.277699947, 130.743000031, 132.273000002, 132.275599957, 487.891199827
unit.000010, 1, gmx grompp, 120.391800165, 129.030599833, 109.435800076, 130.806600094, 109.664999962, 129.589999914, 120.475699902, 109.691600084, 129.61500001, 128.694700003, 120.396100044, 108.851099968, 120.391600132, 120.39289999, 129.081499815
unit.000011, 1, gmx grompp, 120.350000143, 128.688499928, 109.208800077, 130.445800066, 109.410099983, 129.381099939, 120.389600039, 109.435300112, 129.406199932, 128.590800047, 120.354300022, 108.852799892, 120.34980011, 120.350699902, 128.719599962
unit.000012, 1, gmx grompp, 120.341700077, 128.931200027, 109.15809989, 130.497699976, 109.359299898, 129.539400101, 120.367399931, 109.384299994, 129.564399958, 128.69389987, 120.345999956, 108.854500055, 120.341500044, 120.341599941, 128.988899946
unit.000013, 1, gmx grompp, 120.3829, 128.653699875, 109.38470006, 130.548700094, 109.614099979, 129.337100029, 120.456799984, 109.639300108, 129.362200022, 128.590399981, 120.387200117, 108.85619998, 120.382700205, 120.3822999, 128.687799931
unit.000014, 1, gmx grompp, 120.336600065, 128.635799885, 109.1329, 130.599400043, 109.358799934, 129.286299944, 120.35649991, 109.38380003, 129.311500072, 128.58949995, 120.340800047, 108.857899904, 120.336300135, 120.33739996, 128.64380002
unit.000015, 1, gmx grompp, 120.364200115, 128.818199873, 109.28399992, 130.65019989, 109.511100054, 129.438299894, 120.41869998, 109.537400007, 129.46329999, 128.692300081, 120.368499994, 108.859600067, 120.364000082, 120.364200115, 128.845099926
unit.000016, 8, gmx mdrun, 132.283100128, 425.458799839, 130.465699911, 427.001199961, 131.432699919, 425.729300022, 132.326600075, 131.45810008, 425.754400015, 425.452600002, 132.287499905, 130.33739996, 132.282900095, 132.284399986, 425.505399942
unit.000017, 8, gmx mdrun, 132.264900208, 499.539599895, 130.602400064, 503.495100021, 131.276299953, 500.555799961, 132.264699936, 131.303900003, 500.58100009, 499.533599854, 132.268899918, 130.474499941, 132.264500141, 132.261600018, 499.579299927
unit.000050, 1, gmx grompp, 460.364400148, 465.563899994, 459.002399921, 468.464900017, 459.486500025, 466.927999973, 460.364500046, 459.511800051, 466.953500032, 465.557699919, 460.368200064, 458.874900103, 460.364099979, 460.363600016, 465.593899965
unit.000051, 16, gmx mdrun, 506.557399988, 709.423300028, 462.208600044, 710.8276999, 462.592299938, 709.494199991, 506.557199955, 462.617500067, 709.519399881, 709.414499998, 463.54279995, 462.08130002, 463.538400173, 463.540199995, 709.458199978
unit.000083, 1, python, 712.67140007, 715.147199869, 710.911499977, 720.433599949, 711.607000113, 718.967000008, 712.690900087, 711.632100105, 719.737099886, 715.127399921, 712.675800085, 710.784100056, 712.671200037, 712.671999931, 715.17750001
unit.000082, 1, gmx mdrun, 709.488000154, 2037.48070002, 707.655600071, 2040.77279997, 708.457099915, 2038.12269998, 709.487799883, 708.482300043, 2038.148, 2037.47449994, 709.492300034, 707.527899981, 709.487800121, 709.488699913, 2037.51329994
unit.000081, 1, gmx grompp, 703.245300055, 705.03309989, 701.288100004, 707.492799997, 702.26760006, 705.018599987, 703.245300055, 702.29279995, 705.043800116, 705.003799915, 703.2493999, 701.161200047, 703.245000124, 703.245100021, 705.097899914
unit.000080, 16, gmx mdrun, 707.015600204, 901.25090003, 698.030900002, 904.118400097, 698.142499924, 902.424499989, 707.015399933, 698.167599916, 902.449700117, 901.244499922, 699.934900045, 697.903399944, 699.930600166, 699.181200027, 901.254899979
unit.000087, 1, gmx grompp, 721.9381001, 725.661599874, 720.737499952, 726.957700014, 720.896800041, 725.9381001, 721.950200081, 720.921900034, 725.963399887, 725.651200056, 721.942399979, 720.610899925, 721.937800169, 721.938899994, 725.6868999
unit.000086, 1, gmx grompp, 721.934100151, 727.064599991, 720.605799913, 730.244100094, 720.8756001, 727.000299931, 721.934000015, 720.900700092, 727.025500059, 727.054699898, 721.9381001, 720.477900028, 721.933799982, 721.932800055, 727.082799911
unit.000085, 1, python, 712.661800146, 715.738199949, 711.176399946, 720.484499931, 711.556200027, 715.704999924, 712.66170001, 711.581599951, 718.941200018, 715.729300022, 712.666000128, 711.049900055, 712.661600113, 712.660900116, 715.746599913
unit.000084, 1, python, 712.667000055, 715.138099909, 711.044800043, 723.721800089, 711.587199926, 716.361799955, 712.677700043, 711.612400055, 720.772500038, 715.12680006, 712.67140007, 710.91689992, 712.666700125, 712.666700125, 715.146600008
unit.000089, 15, gmx mdrun, 729.222599983, 965.296399832, 727.158799887, 969.603399992, 728.166800022, 966.591500044, 729.235199928, 728.192199945, 966.61680007, 965.287299871, 729.226999998, 727.031699896, 729.222300053, 729.224400043, 965.334499836
unit.000088, 1, gmx grompp, 725.05430007, 728.267599821, 723.894900084, 730.294699907, 724.010200024, 729.069600105, 725.054199934, 724.035399914, 729.094799995, 728.257699966, 725.058300018, 723.766400099, 725.054000139, 725.054500103, 728.305299997
unit.000029, 8, gmx mdrun, 133.461600065, 434.218699932, 132.466200113, 436.243700027, 132.509900093, 434.122400045, 133.468299866, 132.535099983, 434.147500038, 434.175600052, 133.466099977, 132.326699972, 133.461400032, 133.463500023, 434.264199972
unit.000028, 8, gmx mdrun, 133.458600044, 423.456099987, 132.321099997, 427.052700043, 132.465800047, 424.664400101, 133.458299875, 132.494899988, 424.689399958, 423.447399855, 133.462800026, 132.176700115, 133.458300114, 133.460000038, 423.523299932
unit.000025, 8, gmx mdrun, 133.467700005, 447.016000032, 131.859200001, 449.155800104, 132.563800097, 447.736999989, 133.488300085, 132.588900089, 447.762300014, 447.009899855, 133.472100019, 131.710799932, 133.467400074, 133.469899893, 447.068399906
