-90.099,163.534
-163.211,161.985
-146.062,163.385
-114.122,152.492
-56.6575,147.383
-72.1836,141.406
-127.169,-20.6895
-75.3028,150.256
-72.5194,124.796
-93.8696,170.515
-99.1898,157.344
-138.838,128.023
-149.957,-172.446
-65.7269,122.528
-74.7622,-21.8648
-112.78,33.9809
-133.426,167.776
-101.459,154.097
-59.3496,151.736
-83.8747,169.068
-93.1205,-2.8449
-112.984,4.96544
-57.3353,142.314
-112.014,160.724
-147.356,163.601
-98.6215,151.369
-89.611,137.161
-111.963,167.203
-87.5749,163.09
-91.2986,155.274
-86.7309,5.77248
-139.963,157.219
-78.7367,178.989
-71.5605,146.844
-125.304,3.13373
-80.2895,56.2533
-74.8178,-36.838
-136.793,123.401
-136.168,-7.30471
-78.7367,178.989
-87.1659,-20.2038
-95.0962,157.332
-98.4069,-0.882041
-56.317,156.363
-142.259,178.897
-68.8763,148.337
-65.0318,140.845
-111.963,167.203
-53.2406,158.022
-136.793,123.401
-123.417,156.473
-61.9016,141.505
-167.762,165.64
-113.423,31.5441
-84.2478,-30.3632
-70.7905,-29.8047
-157.831,138.707
-78.0113,152.278
-126.316,160.727
-76.9438,158.667
-141.104,145.086
-91.3187,172.591
-79.3429,-20.2945
-114.484,152.492
-60.4642,136.543
-54.2884,-32.5889
-84.1446,152.309
-58.7411,-32.2026
-157.831,138.707
-86.272,125.564
-157.021,163.462
-106.274,114.404
-83.7016,169.191
-74.5092,162.229
-135.179,170.35
-82.8812,167.561
-58.7563,-33.2045
-93.1977,147.413
-116.295,146.441
-100.406,127.629
-141.389,158.563
-80.7795,155.302
-106.274,114.404
-85.5905,-1.64702
-81.8903,137.295
-123.417,156.473
-95.4017,148.294
-55.9851,127.203
-139.925,149.685
-69.1597,-15.7113
-101.963,133.562
-139.963,157.219
-71.531,169.881
-101.934,156.923
-65.0318,140.766
-72.4105,124.796
-71.8791,145.615
-160.638,-8.2428
-92.4653,147.74
-150.709,153.173
-78.4775,150.829
-95.4017,148.294
-151.673,-177.884
-163.055,161.918
-70.0356,177.738
-160.638,-8.2428
-140.642,161.296
-167.667,165.781
-41.5245,138.931
-124.227,32.3005
-146.827,-171.612
-87.1659,-20.2038
-60.0549,144.967
-93.1205,-2.8449
-152.296,163.375
-66.6778,143.054
-111.811,140.867
-110.846,151.218
-95.9758,166.662
-151.512,-177.884
-93.9216,-1.29122
-76.6503,116.117
-135.152,170.35
-60.0549,144.967
-66.9491,-11.2346
-150.452,152.895
-122.821,141.949
-71.5842,165.324
-144.666,152.929
-75.3028,150.256
-146.827,-171.612
-90.9172,165.446
-53.6956,116.176
-80.9721,-15.4665
-74.3988,162.32
-144.495,140.009
-74.0712,158.226
-141.196,158.059
-90.9172,165.446
-113.378,143.034
-65.7605,122.318
-71.531,169.881
-72.0242,141.406
-88.0669,157.096
-122.821,141.949
-99.1898,157.344
-162.28,174.358
-156.592,-43.095
-65.8097,116.199
-141.586,169.569
-74.9935,148.811
-112.387,139.172
-58.5043,167.323
-66.6778,143.054
-63.0494,150.47
-61.9016,141.505
-129.848,150.371
-140.597,19.0453
-74.0712,158.226
-66.6766,139.645
-54.2884,-32.5889
-61.1501,136.188
-71.4408,154.163
-66.7634,132.471
-84.2478,-30.3632
-92.4653,147.74
-79.3429,-20.2945
-139.079,149.85
-117.98,-11.1647
-90.358,6.33538
-154.476,160.262
-153.614,139.647
-149.957,-172.446
-133.596,132.831
-90.099,163.534
-154.476,160.262
-81.9707,137.579
-112.78,33.9809
-153.086,168.114
-68.8763,148.337
-98.4069,-0.882041
-92.6217,148.584
-127.224,-38.6521
-79.4421,149.958
-95.6374,164.008
-91.3187,172.591
-149.903,166.692
-64.1307,161.547
-70.7905,-29.8047
-95.6374,164.008
-78.4481,149.569
-150.681,169.208
-129.517,150.371
-87.1277,163.779
-103.823,-175.031
-80.7795,155.302
-68.3736,150.206
-77.3634,-16.9147
-136.168,-7.30471
-152.675,-21.3416
-126.765,129.738
-64.1307,161.547
-120.083,-179.486
-123.98,116.094
-91.115,142.85
-153.984,167.297
-71.5605,146.844
-90.358,6.33538
-124.227,32.3005
-71.4408,154.163
