uid, cores, executable, AgentStagingOutput, PendingInputStaging, StagingInput, StagingOutput, FAILED, AgentStagingInputPending, Done, AllocatingPending, New, AgentStagingInput, PendingOutputStaging,
unit.000029, 8, gmx mdrun, 19001.7146997, 16427.5792, 16428.0335, 19002.6057, 19005.3792, 16428.0588999, 19002.6313, 16430.5486, 16427.4514, 16430.5388999, 19001.7182999
unit.000028, 8, gmx mdrun, 18955.6280999, 16427.4463999, 16428.0244, 18956.6438999, 18958.0818, 16428.0495999, 18956.6691, 16430.5382998, 16427.3192, 16430.5356998, 18955.6321998
unit.000025, 8, gmx mdrun, 18385.5976999, 16427.0485001, 16428.0843, 18386.3313, 18387.5785, 16428.1094999, 18386.3566, 16430.5040998, 16426.9215, 16429.8449998, 18385.6306999
unit.000024, 8, gmx mdrun, 18692.6399999, 16426.9164, 16427.9317999, 18693.6987, 18695.9645, 16427.9572001, 18693.7239001, 16428.1138999, 16426.7897, 16428.1111999, 18692.6666999
unit.000027, 8, gmx mdrun, 18249.4762998, 16427.3143001, 16427.9826, 18250.6064, 18253.6491001, 16428.0079, 18250.6315, 16430.5349998, 16427.187, 16430.5047998, 18249.5394998
unit.000026, 8, gmx mdrun, 18676.7790999, 16427.1817999, 16427.9737999, 18677.8185999, 18680.3504999, 16427.9988999, 18677.8438001, 16429.8443999, 16427.0541, 16428.1145999, 18676.8058
unit.000021, 8, gmx mdrun, 19321.2828999, 16426.3978, 16426.8041, 19322.4080999, 19325.6152999, 16426.8292, 19322.4331999, 16427.1285999, 16426.2706001, 16427.1265998, 19321.3101997
unit.000020, 8, gmx mdrun, 19058.9415998, 16426.2656999, 16426.7955999, 19059.9596, 19061.9530001, 16426.8206999, 19059.9847, 16427.1259999, 16426.1385999, 16427.0709, 19058.9866998
unit.000023, 8, gmx mdrun, 18656.8359997, 16426.7846999, 16426.8462, 18657.8673, 18658.448, 16426.8713, 18657.8926001, 16427.1310999, 16426.6573, 16427.1292, 18656.8567998
unit.000022, 8, gmx mdrun, 18637.2799997, 16426.5297, 16426.7028, 18638.5263999, 18639.6545, 16426.7279999, 18638.5513999, 16426.9812999, 16426.4026999, 16426.9253998, 18637.3133998
unit.000065, 6, gmx mdrun, 21408.5282998, 18970.9205, 18970.9635, 21409.4956999, 21409.9510999, 18970.9886999, 21409.5207999, 18971.6197, 18970.7932, 18971.6169, 21408.5519998
unit.000090, 1, gmx grompp, 20580.6969998, 20576.7830999, 20577.3443, 20582.5560999, 20582.9142001, 20577.3694999, 20582.5811999, 20577.6667998, 20576.6557, 20577.6599998, 20580.7053998
unit.000091, 16, gmx mdrun, 22139.369, 20583.1011999, 20583.5067999, 22140.148, 22140.6594999, 20583.5318999, 22140.1731, 20583.8261998, 20582.9728, 20583.8225, 22139.4376998
unit.000092, 1, python, 20645.2118998, 20642.7323, 20643.0941, 20646.0332, 20648.6443999, 20643.1194, 20646.8137999, 20643.2986, 20642.6046, 20643.2923999, 20645.2517998
unit.000093, 1, gmx grompp, 20652.4259999, 20648.8517001, 20649.0074999, 20653.2691998, 20654.9663, 20649.0325999, 20653.2943001, 20649.5474, 20648.7242, 20649.5395999, 20652.4704998
unit.000094, 7, gmx mdrun, 22598.5476999, 20655.1262, 20655.2175, 22599.1090999, 22600.5393, 20655.2425001, 22599.1343, 20655.7064998, 20654.9988, 20655.7025998, 22598.5886998
unit.000095, 1, python, 20774.6479998, 20771.3034999, 20772.2451, 20775.1761999, 20783.3151, 20772.2702999, 20781.1248999, 20772.6278999, 20771.1759, 20772.6199, 20774.7001998
unit.000096, 1, gmx grompp, 20786.7711999, 20783.5098, 20784.1886001, 20786.4702001, 20789.6951001, 20784.2135999, 20786.4951999, 20785.0793998, 20783.3820999, 20785.0754998, 20786.8421998
unit.000097, 1, python, 20789.2764997, 20786.6654999, 20787.2723, 20789.6004999, 20792.8833001, 20787.2974999, 20790.3762999, 20788.0568998, 20786.5385001, 20788.0516, 20789.3019998
unit.000098, 16, gmx mdrun, 22759.1417999, 20789.881, 20790.3978, 22760.8575001, 22762.0293, 20790.4229999, 22760.8827, 20791.1806998, 20789.7528999, 20791.1778998, 22759.1761999
unit.000099, 1, gmx grompp, 20796.0895, 20793.0876, 20793.4814, 20796.5492001, 20799.2082999, 20793.5069001, 20796.5741999, 20794.3560998, 20792.9600999, 20794.3515999, 20796.0954998
unit.000032, 1, python, 18258.1974998, 18253.8362999, 18254.7272, 18258.8266001, 18266.1199999, 18254.7523, 18265.8044999, 18255.5651999, 18253.7095001, 18255.5533998, 18258.2386999
unit.000033, 1, gmx grompp, 18269.8333998, 18266.2932999, 18267.0434999, 18269.9361, 18272.3783998, 18267.0685999, 18269.9612, 18268.0084999, 18266.1654999, 18268.0, 18269.8475997
unit.000030, 8, gmx mdrun, 18314.0339999, 16427.7107999, 16427.9231, 18315.1522, 18315.9008, 16427.9482, 18315.1773, 16428.1104999, 16427.5839, 16428.1077998, 18314.0883999
unit.000031, 8, gmx mdrun, 20227.5664999, 16427.8439999, 16428.0752001, 20228.6863999, 20230.6385, 16428.1004, 20228.7114999, 16430.5585999, 16427.7161, 16430.5493, 20227.5941999
unit.000036, 1, gmx grompp, 18325.2625999, 18322.3487, 18322.5999999, 18325.2391999, 18328.4247, 18322.6250999, 18325.2642999, 18323.4612, 18322.2214, 18323.4517, 18325.2791998
unit.000037, 12, gmx mdrun, 20077.3839998, 18328.6145, 18328.809, 20078.8736, 20080.1703999, 18328.8341999, 20078.8987, 18329.6021998, 18328.4877999, 18329.5967, 20077.4205999
unit.000034, 4, gmx mdrun, 21047.0373998, 18272.5671, 18273.2514, 21047.7233999, 21048.7279, 18273.2765, 21047.7486, 18274.1025999, 18272.4373, 18274.0971999, 21047.0667999
unit.000035, 1, python, 18318.5456998, 18316.0752001, 18316.4405999, 18319.3081999, 18322.1631, 18316.4665, 18320.0811, 18317.3627999, 18315.9480999, 18317.3552999, 18318.5734999
unit.000133, 1, python, 23569.0651, 23569.6564999, 23572.1984, 23569.6817, 23568.9387
unit.000132, 1, python, 23568.9337001, 23569.7997999, 23572.2488999, 23569.825, 23568.8067999
unit.000038, 1, python, 18390.3091998, 18387.7404001, 18388.4394, 18391.0764999, 18393.8397999, 18388.4647999, 18391.8704, 18389.1111999, 18387.6134999, 18389.1028998, 18390.4970999
unit.000039, 1, gmx grompp, 18397.1312997, 18394.0072, 18394.6478999, 18397.0288, 18400.1031001, 18394.6731, 18397.0539, 18395.3557999, 18393.8801, 18395.3470998, 18397.1658998
unit.000137, 1, python, 23569.7516, 23569.7577999, 23572.2997, 23569.7830999, 23569.6245
unit.000136, 1, python, 23569.6176, 23569.7491999, 23572.3499999, 23569.7742999, 23569.4902999
unit.000135, 1, python, 23569.4833, 23569.7072001, 23572.4005001, 23569.7323999, 23569.3559999
unit.000134, 1, python, 23569.1982999, 23569.6986001, 23572.451, 23569.7237999, 23569.0694001
unit.000142, 1, python, 23579.2953, 23580.2174001, 23582.3999999, 23580.2426999, 23579.1682999
unit.000143, 1, python, 23579.4273999, 23580.2288001, 23582.4505, 23580.2539999, 23579.3004999
unit.000140, 1, gmx mdrun, 23575.9774001, 23576.0604999, 23579.1327, 23576.0855999, 23575.8497999
unit.000141, 1, gmx mdrun, 23576.1122, 23577.0983999, 23579.1833, 23577.1234999, 23575.9853001
unit.000128, 1, python, 22851.8098998, 22849.7158999, 22850.1866, 22853.0989001, 22859.1615, 22850.2117999, 22856.9691999, 22850.5753, 22849.5892, 22850.5700998, 22851.8383999
unit.000129, 1, python, 23412.0489998, 23410.0527999, 23410.3155, 23412.7800999, 23416.3562999, 23410.3408, 23415.2393, 23410.8042998, 23409.9250998, 23410.7991998, 23412.0936999
unit.000045, 1, gmx grompp, 18648.7091999, 18646.0813999, 18646.4370999, 18649.168, 18652.1833, 18646.4621999, 18649.1931999, 18646.8871999, 18645.9545999, 18646.8797998, 18648.7528999
unit.000044, 1, python, 18642.8189998, 18639.8657, 18640.2293, 18643.7089, 18645.9189999, 18640.2544999, 18644.4983001, 18640.6443, 18639.7349999, 18640.6367998, 18642.8479998
unit.000043, 1, gmx mdrun, 18542.8634, 18543.1106, 23568.675, 18543.1359999, 18544.3012998, 18542.7361999, 18544.2986999
unit.000042, 1, gmx grompp, 18542.9631999, 18539.7075999, 18539.9784, 18542.3764999, 18542.9783998, 18540.0035, 18542.4015999, 18541.1432998, 18539.572, 18541.1358998, 18542.9782999
unit.000041, 1, python, 18537.2485998, 18533.4337001, 18533.8194001, 18537.8841999, 18539.5132999, 18533.8446, 18538.6715999, 18535.0304999, 18533.3069, 18535.0230999, 18537.3075998
unit.000040, 6, gmx mdrun, 20501.2538998, 18400.2751, 18400.8094001, 20502.2247, 20504.0976999, 18400.8345001, 20502.2498999, 18401.5019, 18400.1459, 18401.4960999, 20501.3156998
unit.000120, 1, python, 22390.8544998, 22388.5941999, 22388.7925, 22391.7560999, 22394.8682001, 22388.8178, 22392.5500998, 22389.6444998, 22388.4668999, 22389.6379998, 22390.902
unit.000121, 1, gmx grompp, 22398.6705999, 22395.0599, 22395.9786999, 22398.7346001, 22401.3885999, 22396.0037999, 22398.7597001, 22396.7872999, 22394.9326999, 22396.7833998, 22398.7086999
unit.000122, 12, gmx mdrun, 22401.5766001, 22402.1879001, 23568.7256999, 22402.2130001, 22403.0883999, 22401.4495001, 22403.0855999
unit.000123, 1, python, 22568.4906998, 22565.99, 22566.8206999, 22569.5708001, 22572.2806001, 22566.8459001, 22570.3671, 22567.2821, 22565.8627999, 22567.2740998, 22568.5228999
unit.000124, 1, python, 22603.4573998, 22600.6979001, 22600.9954998, 22603.5235, 22607.0483, 22601.0207, 22604.3092999, 22602.1882, 22600.5708001, 22602.1812999, 22603.5008998
unit.000125, 1, python, 22764.4525998, 22762.2068, 22762.6979001, 22766.0263999, 22774.9507999, 22762.7232001, 22773.9006999, 22763.2759998, 22762.0792, 22763.2684999, 22764.4657998
unit.000126, 1, python, 22806.7307999, 22804.1557999, 22804.7974, 22807.8669, 22810.4962001, 22804.8227, 22808.6549001, 22805.3536999, 22804.0288, 22805.3458998, 22806.7531998
unit.000127, 1, python, 22851.8391998, 22849.5843, 22850.1870999, 22853.4796, 22859.2131999, 22850.2123001, 22857.7024999, 22850.5804999, 22849.4572999, 22850.576, 22851.8480999
unit.000059, 1, python, 18936.6834998, 18932.882, 18933.6891999, 18937.1891, 18939.023, 18933.7145, 18937.9868999, 18934.5510998, 18932.7546, 18934.5430999, 18936.6950998
unit.000049, 4, gmx mdrun, 21471.6578, 18668.0362999, 18668.0931001, 21472.6306999, 21473.9579999, 18668.1182001, 21472.6557999, 18668.6596999, 18667.9092, 18668.5962999, 21471.7347999
unit.000048, 1, gmx grompp, 18667.2613997, 18664.8803999, 18664.967, 18667.5019999, 18667.8717999, 18664.9921, 18667.5272999, 18665.4325998, 18664.753, 18665.4222999, 18667.3196998
unit.000054, 1, gmx grompp, 18707.3576999, 18702.4226999, 18702.9765999, 18708.3125999, 18708.5207, 18703.0016, 18708.3378, 18703.9878998, 18702.2953, 18703.5488, 18707.3659999
unit.000055, 8, gmx mdrun, 20640.3020999, 18708.6882999, 18709.1866999, 20642.1726, 20642.5634999, 18709.2117999, 20642.1977999, 18709.7126999, 18708.5615001, 18709.7098999, 20640.3553998
unit.000056, 1, python, 18876.9484999, 18873.2021, 18874.0537, 18877.0911999, 18885.6145, 18874.079, 18884.8120999, 18875.0400999, 18873.0753, 18875.0321999, 18877.0198998
unit.000057, 1, gmx grompp, 18890.2320998, 18885.8113, 18886.4224, 18890.6296, 18891.9277, 18886.4477, 18890.6547, 18887.2917998, 18885.6831999, 18887.2832999, 18890.2744999
unit.000119, 1, python, 22143.6783998, 22140.8494999, 22141.1756001, 22144.3058, 22147.1561999, 22141.2009001, 22145.0941999, 22142.3569, 22140.7223001, 22142.3497, 22143.6874998
unit.000118, 10, gmx mdrun, 22064.3805001, 22064.8822999, 23568.6210999, 22064.9073999, 22065.4238999, 22064.2532001, 22065.4203999
unit.000052, 1, gmx mdrun, 18692.9489, 18693.6370001, 23568.7765, 18693.6621001, 18694.1288998, 18692.822, 18694.1243999
unit.000053, 1, python, 18699.2730999, 18696.1547, 18696.767, 18699.3037, 18702.2305, 18696.7923, 18700.0753, 18697.2528, 18696.0276, 18697.2451999, 18699.3629999
unit.000115, 12, gmx mdrun, 23484.2781999, 21633.7451999, 21633.8127, 23485.8410001, 23487.2934, 21633.8378999, 23485.8662, 21634.3342998, 21633.6176999, 21634.3304999, 23484.3008997
unit.000114, 1, gmx grompp, 21630.0787997, 21627.2504001, 21627.6517, 21630.6406, 21633.5355, 21627.6768, 21630.6657999, 21628.2354999, 21627.1222, 21628.2305999, 21630.1060998
unit.000117, 1, gmx grompp, 22060.9215999, 22057.914, 22058.6722, 22061.7542999, 22064.2210999, 22058.6973, 22061.7795, 22059.1684999, 22057.7853, 22059.1633999, 22060.9315
unit.000116, 1, python, 22047.0939999, 22045.0039001, 22045.3255999, 22048.4012001, 22057.7428, 22045.3508999, 22054.8102999, 22045.8044, 22044.8768001, 22045.7989998, 22047.1295998
unit.000058, 9, gmx mdrun, 20565.8683999, 18892.1299999, 18892.628, 20567.1594, 20570.2709, 18892.6531999, 20567.1845, 18893.5851998, 18892.0023, 18893.5804, 20565.9292998
unit.000139, 1, gmx grompp, 23572.6362, 23572.9414001, 23575.7911, 23572.9665, 23572.5095999
unit.000113, 1, python, 21623.2643998, 21620.7688999, 21621.4370999, 21623.7763, 21627.0425999, 21621.4624999, 21624.5795, 21621.9420998, 21620.6415, 21621.9363999, 21623.323
unit.000112, 3, gmx mdrun, 21486.2042999, 21486.4266, 23568.8290999, 21486.4519, 21487.5879998, 21486.0771999, 21487.5842998
unit.000138, 1, gmx grompp, 23572.4075999, 23572.9293001, 23575.8418999, 23572.9544001, 23572.2802
unit.000111, 1, gmx grompp, 21483.1970999, 21480.5692, 21481.0030999, 21483.1905999, 21486.0307999, 21481.0285001, 21483.2217999, 21481.4343998, 21480.4414001, 21481.4294, 21483.2032998
unit.000131, 1, python, 23568.8004, 23569.8092999, 23572.5021999, 23569.8345001, 23568.6733
unit.000102, 1, gmx grompp, 21063.5691998, 21058.4717999, 21059.0557001, 21063.9725001, 21064.6424999, 21059.0809, 21063.9977999, 21060.2614, 21058.3443999, 21060.2563, 21063.5956998
unit.000103, 3, gmx mdrun, 21064.8501, 21065.2467999, 23568.8799999, 21065.2721, 21066.3365998, 21064.723, 21066.3328998
unit.000100, 8, gmx mdrun, 22799.5165999, 20799.4035001, 20799.6863, 22800.6185, 22803.9921, 20799.7114, 22800.6482, 20800.4575, 20799.2765999, 20800.4538999, 22799.5463998
unit.000101, 1, python, 21054.6518998, 21048.8896999, 21049.7985001, 21054.9303999, 21058.2656999, 21049.8237998, 21055.7337999, 21052.5470998, 21048.7628, 21050.8988998, 21054.7053998
unit.000106, 12, gmx mdrun, 22848.6032999, 21429.2699001, 21429.5651999, 22848.9324999, 22849.4593, 21429.5904, 22848.9575999, 21429.8822999, 21429.1427999, 21429.8785, 22848.6441998
unit.000107, 1, python, 21437.5908999, 21435.6868999, 21435.7246001, 21438.5481999, 21441.9670999, 21435.75, 21439.3383, 21436.3306999, 21435.5592999, 21436.0295999, 21437.6165998
unit.000104, 1, python, 21412.7376997, 21410.1424, 21411.0320001, 21413.6531, 21422.6622999, 21411.0579, 21419.9414999, 21411.4805, 21410.0153999, 21411.4733999, 21412.7585998
unit.000105, 1, gmx grompp, 21425.4645998, 21422.8487, 21423.3552001, 21426.1296999, 21429.0880001, 21423.3803999, 21426.1549001, 21423.7327998, 21422.7195001, 21423.7278998, 21425.4981999
unit.000108, 1, gmx grompp, 21445.1066999, 21442.1536999, 21442.9668, 21445.523, 21448.3936, 21442.9919999, 21445.5481999, 21443.3281, 21442.0260999, 21443.3216999, 21445.1335998
unit.000109, 10, gmx mdrun, 23408.7420998, 21448.5757999, 21449.128, 23409.6449001, 23409.8429999, 21449.1531, 23409.6700001, 21449.4768999, 21448.4489, 21449.4731998, 23408.7454998
unit.000110, 1, python, 21476.5678999, 21474.1420999, 21474.8387001, 21477.3970001, 21480.3848, 21474.8640001, 21478.2059, 21475.1782999, 21474.0153, 21475.1731, 21476.5892999
unit.000069, 1, gmx grompp, 19015.8480999, 19011.8806, 19012.1199999, 19016.7955999, 19018.0204, 19012.1450999, 19016.8206999, 19012.8132, 19011.7533998, 19012.8081999, 19015.8818998
unit.000068, 1, python, 19008.8306999, 19005.5644, 19005.9575, 19009.8406, 19011.7040999, 19005.9826, 19010.6113, 19006.6815, 19005.437, 19006.6720998, 19008.8639998
unit.000061, 10, gmx mdrun, 20328.8501999, 18945.5256999, 18946.0567999, 20329.5632999, 20331.3525999, 18946.0818999, 20329.5883999, 18946.9529998, 18945.3929, 18946.9482999, 20328.8529999
unit.000060, 1, gmx grompp, 18944.2012999, 18939.2031999, 18939.8947999, 18945.1354001, 18945.3367, 18939.9198999, 18945.1605999, 18940.8477998, 18939.0746, 18940.8395, 18944.2415998
unit.000063, 1, gmx grompp, 18968.2523999, 18964.8585, 18965.7807999, 18968.8383999, 18970.7614, 18965.8060999, 18968.8636, 18966.5233998, 18964.7309, 18966.5193999, 18968.2828
unit.000062, 1, python, 18961.2389998, 18958.2814, 18958.5867, 18961.7821, 18964.3943, 18958.612, 18962.6029, 18959.2408998, 18958.1543999, 18959.2361, 18961.2665999
unit.000047, 1, python, 18660.4450998, 18658.6140001, 18658.8041999, 18661.5346, 18664.7138, 18658.8295999, 18662.3436999, 18659.1787, 18658.4870999, 18659.1710999, 18660.4624999
unit.000064, 1, python, 18969.8560998, 18967.7642999, 18967.8761001, 18970.9421999, 18973.9449, 18967.9013999, 18971.7391, 18968.7312999, 18967.6368001, 18968.7263999, 18969.9055998
unit.000067, 16, gmx mdrun, 20767.1332998, 18980.4452, 18981.2776, 20768.309, 20771.1187, 18981.3027999, 20768.3341999, 18981.9152999, 18980.3181, 18981.9125998, 20767.1716998
unit.000066, 1, gmx grompp, 18978.7730999, 18974.1278, 18975.1125998, 18979.977, 18980.2616, 18975.1378, 18980.0021999, 18975.7791998, 18974.0007, 18975.7752998, 18978.8084998
unit.000009, 1, gmx grompp, 16420.9363999, 16401.7346001, 16402.0077999, 16422.6766, 16425.6961, 16402.0327001, 16422.7017999, 16412.4047999, 16401.1691999, 16412.3987999, 16420.9724
unit.000008, 1, gmx grompp, 16420.8325999, 16401.5330999, 16401.8062, 16422.5753999, 16425.7467999, 16401.8313, 16422.6003001, 16412.3669999, 16401.1673999, 16412.3637998, 16420.8546
unit.000003, 1, gmx grompp, 16420.7653999, 16401.3817999, 16401.6545999, 16422.4737, 16422.5653, 16401.6796999, 16422.4990001, 16412.3300998, 16401.1580999, 16412.3246, 16420.7731998
unit.000002, 1, gmx grompp, 16421.0859997, 16401.6589999, 16401.9075999, 16422.8295, 16426.2077999, 16401.9326999, 16422.8546999, 16412.3892999, 16401.1563001, 16412.3860998, 16421.1327999
unit.000001, 1, gmx grompp, 16420.8552999, 16401.5834999, 16401.8566999, 16422.5829999, 16425.8487, 16401.8817999, 16422.6080999, 16412.3758998, 16401.1543, 16412.3717999, 16420.8769
unit.000000, 1, gmx grompp, 16421.1336999, 16401.5581999, 16401.8065999, 16422.8360999, 16426.4108999, 16401.8318, 16422.8613, 16412.3710999, 16401.1524, 16412.3676999, 16421.1608999
unit.000007, 1, gmx grompp, 16421.1615999, 16401.7597001, 16402.0084999, 16422.8801999, 16426.3095999, 16402.0335, 16422.9054999, 16412.4116998, 16401.1654, 16412.4055998, 16421.1861999
unit.000006, 1, gmx grompp, 16421.0304999, 16401.7096, 16401.9581001, 16422.7786999, 16426.2586999, 16401.9833, 16422.8039999, 16412.3979998, 16401.1636, 16412.3945999, 16421.0610998
unit.000005, 1, gmx grompp, 16421.0224998, 16401.6085999, 16401.8571, 16422.7346001, 16426.1566999, 16401.8822999, 16422.7595999, 16412.3799999, 16401.1617, 16412.3766999, 16421.0297999
unit.000004, 1, gmx grompp, 16421.0131998, 16401.5077, 16401.7560999, 16422.7275, 16426.0529001, 16401.7811999, 16422.7526, 16412.3628998, 16401.1599, 16412.3586998, 16421.0217998
unit.000046, 8, gmx mdrun, 20783.8648999, 18652.3478, 18652.5976, 20784.3659, 20786.5046, 18652.6227999, 20784.391, 18653.0286999, 18652.2209001, 18653.0238998, 20783.9255998
unit.000130, 1, python, 23490.0891998, 23487.4914999, 23488.3348999, 23491.0256, 23500.3671, 23488.3601999, 23497.0351, 23488.8755999, 23487.3643999, 23488.8704, 23490.1085999
unit.000078, 1, gmx grompp, 20097.3231997, 20092.9679999, 20093.2451, 20098.4287, 20099.1036, 20093.2702999, 20098.4538, 20094.0547998, 20092.8399, 20094.0468998, 20097.3470998
unit.000079, 2, gmx mdrun, 20099.2846999, 20099.4229999, 23568.9312999, 20099.448, 20100.2928998, 20099.1577001, 20100.2900999
unit.000076, 9, gmx mdrun, 22041.7835, 19341.6171999, 19342.2059, 22043.2172, 22044.8292, 19342.2309999, 22043.2423, 19342.5165999, 19341.4888, 19342.5131998, 22041.7868998
unit.000077, 1, python, 20083.7967999, 20080.3566, 20080.8961, 20084.0093999, 20092.7830999, 20080.9212, 20091.2944, 20081.7977998, 20080.2293999, 20081.7924998, 20083.8137999
unit.000074, 1, python, 19329.0189998, 19325.8174999, 19326.7572999, 19329.6449001, 19331.9514, 19326.7828999, 19330.4338999, 19327.0870998, 19325.6903999, 19327.0811999, 19329.0365999
unit.000075, 1, gmx grompp, 19336.9121997, 19332.135, 19332.9217, 19338.3483, 19341.4085999, 19332.9468999, 19338.3734999, 19333.2413998, 19332.0077, 19333.2363, 19336.9372997
unit.000072, 1, gmx grompp, 19072.1635997, 19068.4368, 19068.668, 19072.8236001, 19074.2491, 19068.6931, 19072.8487, 19069.2904999, 19068.3095999, 19069.2856998, 19072.1868999
unit.000073, 10, gmx mdrun, 21617.1510999, 19074.4126, 19074.4905, 21618.2711, 21620.5629001, 19074.5156, 21618.2962999, 19075.5260999, 19074.2853, 19075.5224998, 21617.1837997
unit.000070, 10, gmx mdrun, 21432.9802999, 19018.1977, 19018.3246, 21434.3906999, 21435.5191, 19018.3497999, 21434.4157999, 19019.1822999, 19018.0704999, 19018.9457998, 21433.0911999
unit.000071, 1, python, 19065.1506, 19062.1197999, 19062.4651, 19065.1422999, 19068.2711, 19062.4905, 19065.9540999, 19063.2365999, 19061.9842, 19063.2314999, 19065.1944997
