uid, cores, executable, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, PendingOutputStaging, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, StagingOutput,
unit.000018, 4, gmx mdrun, 316.010799885, 556.752300024, 314.810000181, 557.420100212, 315.440100193, 556.837900162, 316.033000231, 315.465200186, 556.563300133, 556.747000217, 316.014500141, 314.683200121, 316.01060009, 316.01150012, 556.53820014
unit.000019, 4, gmx mdrun, 316.013599873, 571.298799992, 314.944400072, 573.476200104, 315.443500042, 571.375200033, 316.043000221, 315.468600035, 571.599000216, 571.293600082, 316.017300129, 314.817500114, 316.013400078, 316.015200138, 571.573200226
unit.000010, 1, gmx grompp, 300.678099871, 310.121400118, 290.197300196, 314.518900156, 290.452300072, 310.129000187, 300.715200186, 290.477400064, 311.342600107, 310.031500101, 300.68170023, 289.888200045, 300.677900076, 300.678500175, 311.317500114
unit.000011, 1, gmx grompp, 300.728399992, 310.272099972, 290.450900078, 314.974900007, 290.705900192, 310.281800032, 300.817900181, 290.730900049, 311.456500053, 310.033500195, 300.732000113, 289.889900208, 300.728199959, 300.727400064, 311.431200027
unit.000012, 1, gmx grompp, 300.691699982, 310.450000048, 290.273200035, 315.076100111, 290.504000187, 310.518400192, 300.747600079, 290.529300213, 311.64620018, 310.036300182, 300.695200205, 289.891700029, 300.691499949, 300.69170022, 311.621000051
unit.000013, 1, gmx grompp, 300.705300093, 310.177100182, 290.349300146, 314.671000004, 290.604700089, 310.217499971, 300.777000189, 290.629900217, 311.405600071, 310.032700062, 300.708900213, 289.893400192, 300.70510006, 300.704800129, 311.380500078
unit.000014, 1, gmx grompp, 300.664099932, 310.040199995, 290.095400095, 314.721600056, 290.350900173, 310.084400177, 300.675200224, 290.376000166, 311.292100191, 310.030500174, 300.663900137, 289.895100117, 300.663800001, 300.658600092, 311.266900063
unit.000015, 1, gmx grompp, 300.674200058, 310.369300127, 290.171500206, 314.468200207, 290.401900053, 310.421499968, 300.70510006, 290.427300215, 311.595500231, 310.03550005, 300.677700043, 289.896900177, 300.674000025, 300.673100233, 311.570400238
unit.000016, 4, gmx mdrun, 316.026599884, 595.357900143, 314.540200233, 596.389600039, 315.54460001, 595.401900053, 316.082500219, 315.569800138, 596.019500017, 595.355100155, 316.03030014, 314.412800074, 316.026400089, 316.027800083, 595.99420023
unit.000017, 4, gmx mdrun, 316.007100105, 577.41170001, 314.675800085, 579.921300173, 315.39260006, 577.492900133, 316.022900105, 315.418100119, 577.80790019, 577.409100056, 316.010800123, 314.548900127, 316.006900072, 316.008000135, 577.782900095
