uid, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, StagingOutput, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, PendingOutputStaging, 
unit.000046, 146.739200115, 908.23360014, 146.367399931, 913.788899899, 146.516700029, 908.995300055, 146.74360013, 146.54189992, 913.292900085, 908.235000134, 146.744899988, 146.239000082, 146.738899946, 146.726500034, 908.237100124, 
unit.000009, 123.411799908, 133.488900185, 109.83859992, 137.37590003, 109.979799986, 134.431299925, 124.058099985, 110.005199909, 134.456500053, 133.219900131, 123.41779995, 109.60800004, 123.411600113, 123.364500046, 133.519200087, 
unit.000044, 146.703299999, 872.452700138, 146.099900007, 877.86529994, 146.46600008, 873.242000103, 146.707700014, 146.491100073, 877.522399902, 872.454200029, 146.708899975, 145.971800089, 146.703000069, 146.663100004, 872.45690012, 
unit.000043, 146.656500101, 899.917800188, 145.966200113, 907.228199959, 146.415800095, 900.16230011, 146.660800219, 146.440999985, 904.577100039, 899.919200182, 146.662199974, 145.83859992, 146.656199932, 146.646800041, 899.921700239, 
unit.000042, 146.6401999, 870.848800182, 145.833499908, 877.916300058, 146.415100098, 872.234600067, 146.64440012, 146.440399885, 876.657599926, 870.850300074, 146.645900011, 145.70600009, 146.639899969, 146.629800081, 870.856900215, 
unit.000041, 146.62319994, 878.265200138, 145.67140007, 884.271899939, 146.36439991, 878.574899912, 146.627500057, 146.390000105, 882.941600084, 878.266600132, 146.628900051, 145.540100098, 146.622900009, 146.611799955, 878.269200087, 
unit.000040, 146.605099916, 867.841400146, 145.533600092, 874.675899982, 146.363800049, 868.858500004, 146.609400034, 146.389499903, 873.216200113, 867.84280014, 146.610899925, 145.406199932, 146.604799986, 146.576999903, 867.851900101, 
unit.000025, 139.176199913, 141.931200027, 138.772799969, 144.770900011, 138.818099976, 143.12229991, 139.180500031, 138.843300104, 143.147399902, 141.840400219, 139.181900024, 138.645299911, 139.176000118, 139.126199961, 141.965500116, 
unit.000058, 819.128700018, 820.626000166, 817.871500015, 824.137500048, 818.467799902, 821.444999933, 819.133100033, 818.492899895, 821.470099926, 820.627600193, 819.13409996, 817.744199991, 819.128499985, 819.122999907, 820.649800062, 
unit.000027, 140.069700003, 142.188500166, 139.042500019, 144.87229991, 139.845400095, 143.35800004, 140.07400012, 139.870599985, 143.383100033, 142.04460001, 140.075400114, 138.914599895, 140.069499969, 140.023200035, 142.213000059, 
unit.000000, 124.092700005, 133.622500181, 109.99029994, 137.683899879, 110.131599903, 134.736099958, 124.123100042, 110.156599998, 134.761300087, 133.221800089, 124.098799944, 109.591399908, 124.092499971, 124.091300011, 133.631900072, 
unit.000021, 139.013299942, 141.857200146, 138.117599964, 144.974100113, 138.666599989, 142.045300007, 139.01760006, 138.691699982, 142.0704, 141.839500189, 139.019000053, 137.989799976, 139.013099909, 138.989799976, 141.900800228, 
unit.000020, 138.983099937, 142.036700249, 137.982599974, 144.669500113, 138.666100025, 143.203999996, 138.987400055, 138.691299915, 143.229099989, 141.84160018, 138.988899946, 137.854599953, 138.982800007, 138.93930006, 142.067200184, 
unit.000054, 815.97329998, 821.229700089, 814.38560009, 827.375799894, 815.271500111, 821.57159996, 815.978800058, 815.296700001, 823.882800102, 821.230200052, 815.977499962, 814.255700111, 815.972899914, 815.858200073, 821.271100044, 
unit.000006, 124.127000093, 133.632400036, 110.091200113, 137.785300016, 110.233099937, 134.757600069, 124.163300037, 110.258300066, 134.782799959, 133.422500134, 124.1329, 109.602600098, 124.12680006, 124.1256001, 133.67110014, 
unit.000045, 146.719799995, 794.052600145, 146.233500004, 814.246999979, 146.466599941, 808.256200075, 146.724100113, 146.491600037, 812.45449996, 794.054100037, 146.725600004, 146.105400085, 146.719500065, 146.709899902, 794.05670023, 
unit.000059, 819.139800072, 820.650600195, 818.003700018, 824.188600063, 818.503499985, 821.495699883, 819.165700197, 818.528700113, 821.521100044, 820.628000021, 819.145499945, 817.876499891, 819.139499903, 819.135400057, 820.664300203, 
unit.000005, 124.057300091, 133.59160018, 109.889100075, 137.836400032, 110.030499935, 134.48210001, 124.080600023, 110.055700064, 134.5072999, 133.221400023, 124.06340003, 109.600800037, 124.057100058, 124.056099892, 133.621900082, 
unit.000038, 145.611700058, 791.097600222, 145.264499903, 804.635999918, 145.28670001, 799.721100092, 145.616000175, 145.311800003, 803.946700096, 791.04640007, 145.617500067, 145.136399984, 145.611400127, 145.59980011, 791.125000238, 
unit.000071, 899.830800056, 906.831800222, 897.730099916, 910.50090003, 898.578700066, 906.73239994, 899.837000132, 898.604199886, 909.063699961, 906.831700087, 899.834399939, 897.547800064, 899.830300093, 899.630899906, 906.858200073, 
unit.000022, 139.042400122, 142.013400078, 138.256599903, 145.075999975, 138.716799974, 143.180000067, 139.046700001, 138.742000103, 143.205199957, 141.841200113, 139.048000097, 138.125099897, 139.042099953, 139.019900084, 142.036000013, 
unit.000004, 124.075200081, 133.519800186, 109.939800024, 137.887399912, 110.081099987, 134.532799959, 124.101999998, 110.10619998, 134.557899952, 133.220300198, 124.081399918, 109.598999977, 124.075000048, 124.073199987, 133.52940011, 
unit.000007, 124.134500027, 133.406300068, 110.116300106, 138.092900038, 110.283200026, 134.655600071, 124.1729002, 110.308199883, 134.680799961, 133.219200134, 124.140599966, 109.60439992, 124.134299994, 124.133699894, 133.454300165, 
unit.000049, 802.410099983, 809.794300079, 801.611399889, 817.432600021, 801.764499903, 812.48059988, 802.4150002, 801.789799929, 814.847500086, 809.795400143, 802.415199995, 801.482199907, 802.409800053, 802.374599934, 809.804100037, 
unit.000026, 140.016600132, 142.116200209, 138.907900095, 145.12680006, 139.794699907, 143.305700064, 140.021000147, 139.8197999, 143.330699921, 142.043800116, 140.022300005, 138.780200005, 140.016299963, 139.9927001, 142.142900229, 
unit.000075, 915.206700087, 922.762700081, 914.044399977, 926.794399977, 914.078399897, 922.765300035, 915.213200092, 914.103699923, 925.120599985, 922.762200117, 915.210099936, 913.862799883, 915.206200123, 915.027899981, 922.787000179, 
unit.000003, 123.405200005, 133.215200186, 109.813199997, 137.528599977, 109.97939992, 134.40170002, 123.415500164, 110.004699945, 134.427000046, 133.216700077, 123.363699913, 109.597199917, 123.404900074, 121.530299902, 133.24630022, 
unit.000048, 799.410900116, 809.693000078, 798.447799921, 817.585599899, 798.683799982, 811.996799946, 799.415700197, 798.713500023, 814.34920001, 809.694200039, 799.416199923, 798.292999983, 799.410599947, 799.382999897, 809.757500172, 
unit.000050, 805.587000132, 809.89560008, 804.778100014, 817.534600019, 804.895299911, 814.375, 805.592100143, 804.92050004, 816.685899973, 809.896600008, 805.59190011, 804.647500038, 805.586699963, 805.542400122, 809.93990016, 
unit.000055, 816.106100082, 821.632000208, 814.549299955, 827.503200054, 815.337800026, 822.768699884, 816.111800194, 815.362999916, 825.304500103, 821.632400036, 816.110199928, 814.39380002, 816.105700016, 816.004300117, 821.690100193, 
unit.000064, 876.860599995, 882.977600098, 874.893599987, 887.486399889, 875.76760006, 883.895800114, 876.908200026, 875.792999983, 886.266700029, 882.977900028, 876.825500011, 874.737299919, 876.860199928, 876.719099998, 883.016800165, 
unit.000039, 146.5704, 889.795100212, 145.399399996, 897.506000042, 146.313800097, 889.680099964, 146.574800014, 146.338900089, 896.598599911, 889.796500206, 146.576200008, 145.271199942, 146.570100069, 146.568099976, 889.799100161, 
unit.000070, 892.324599981, 896.138900042, 891.158699989, 897.556999922, 891.317800045, 896.624500036, 892.330200195, 891.342799902, 896.649600029, 896.111900091, 892.330600023, 891.030900002, 892.324399948, 892.321700096, 896.180300236, 
unit.000078, 1460.19239998, 1470.82540011, 1458.67370009, 1474.39100003, 1459.00950003, 1471.30480003, 1460.19900012, 1459.03460002, 1473.63479996, 1470.82480001, 1460.19569993, 1458.49110007, 1460.19180012, 1459.98460007, 1470.85640001, 
unit.000079, 1476.3993001, 1478.13550019, 1474.59660006, 1480.80310011, 1475.47889996, 1478.32500005, 1476.40370011, 1475.50419998, 1478.35039997, 1478.13720012, 1476.4052, 1474.46860003, 1476.39910007, 1476.39580011, 1478.31890011, 
unit.000076, 922.301300049, 923.888900042, 920.461499929, 926.743599892, 921.263999939, 924.661600113, 922.305600166, 921.289299965, 924.686800003, 923.865200043, 922.307199955, 920.333800077, 922.301000118, 922.2973001, 923.897500038, 
unit.000077, 928.437200069, 930.675200224, 926.994899988, 933.204200029, 927.475399971, 931.305900097, 928.441600084, 927.500699997, 931.331199884, 930.677000046, 928.443300009, 926.867199898, 928.437000036, 928.432899952, 930.711900234, 
unit.000074, 911.861900091, 913.242200136, 910.73239994, 913.997900009, 910.947299957, 913.318799973, 911.866300106, 910.972699881, 913.343899965, 913.243900061, 911.867799997, 910.604199886, 911.861700058, 911.850500107, 913.250500202, 
unit.000035, 145.532900095, 790.542500019, 144.859699965, 804.584500074, 145.184600115, 791.457499981, 145.53730011, 145.209899902, 803.230000019, 790.543900013, 145.538599968, 144.732199907, 145.532599926, 145.484499931, 790.575300217, 
unit.000072, 902.605799913, 906.027900219, 900.986599922, 907.282700062, 901.633699894, 906.656399965, 902.610100031, 901.658799887, 906.681699991, 906.029500008, 902.611599922, 900.859100103, 902.605600119, 902.600399971, 906.035700083, 
unit.000008, 124.066400051, 133.288300037, 109.914499998, 137.426800013, 110.080600023, 134.503599882, 124.091800213, 110.105700016, 134.528899908, 133.217600107, 124.072400093, 109.606300116, 124.066200018, 124.064100027, 133.313000202, 
unit.000051, 805.66260004, 810.197300196, 804.91960001, 817.483700037, 804.94630003, 814.873500109, 805.667700052, 804.971299887, 817.211899996, 810.198199987, 805.667299986, 804.790100098, 805.662199974, 805.593899965, 810.210400105, 
