8,-159.594,154.889
35,-98.0071,-64.3599
0,-159.594,154.889
88,-137.92,137.408
98,-82.8812,-33.0705
22,-84.8936,-27.5544
50,-137.92,137.408
67,-73.8598,133.288
20,-143.992,150.83
26,-72.2559,143.096
34,-83.6769,137.603
58,-78.3771,0.672022
99,-88.6982,-2.84911
96,-72.249,138.137
32,-134.439,12.2185
23,-82.3869,69.3288
59,-148.972,-53.6679
4,-78.7218,154.965
85,-87.726,-2.79307
19,-138.339,-133.078
60,-82.8812,-33.0705
36,-129.37,49.4761
52,-143.254,6.08373
3,-64.5858,140.501
68,-94.8902,-18.9169
66,-79.1996,1.53966
86,-157.704,172.335
46,-82.3869,69.3288
95,-78.3771,0.672022
13,-78.3771,0.672022
44,-143.254,6.08373
83,-159.884,179.929
53,-133.458,152.651
65,-159.884,179.929
91,-144.142,13.6739
29,-137.92,137.408
84,-132.557,15.8134
43,-98.0071,-64.3599
25,-98.0638,155.103
93,-105.869,126.506
14,-129.37,49.4761
37,-133.458,152.651
97,-78.0778,-14.7293
48,-84.5314,-15.3028
82,-159.594,154.889
33,-90.8039,152.82
76,-85.9858,18.7433
31,-146.401,58.8968
89,-71.8994,-23.5378
28,-94.8902,-18.9169
41,-84.5314,-15.3028
51,-123.416,174.404
63,-82.3869,69.3288
56,-85.4671,-30.4509
78,-78.0778,-14.7293
30,-137.92,137.408
57,-84.5314,-15.3028
73,-134.429,27.3683
54,-88.6982,-2.84911
42,-107.417,20.9234
24,-152.43,154.283
81,-128.582,105.01
11,-84.5314,-15.3028
17,-72.0363,117.668
1,-74.0077,-26.2007
75,-128.582,105.01
38,-157.704,172.335
18,-152.43,154.283
55,-72.7001,151.64
16,-162.693,165.192
70,-133.458,152.651
92,-98.0524,176.767
39,-144.142,13.6739
64,-157.704,172.335
10,-138.511,-23.928
15,-83.3861,5.65604
87,-62.5848,139.977
49,-127.934,-31.5045
79,-127.934,-31.5045
69,-84.5314,-15.3028
40,-138.339,-133.078
45,-107.417,20.9234
80,-74.0077,-26.2007
2,-46.8561,84.5986
94,-127.934,-31.5045
61,-143.945,-29.6663
71,-78.3771,0.672022
62,-146.401,58.8968
47,-107.417,20.9234
27,-120.39,68.2364
9,-133.458,152.651
12,-85.4671,-30.4509
7,-140.207,11.6424
21,-162.693,165.192
90,-71.8994,-23.5378
72,-131.31,12.8114
77,-120.39,68.2364
74,-138.086,144.744
5,-78.0778,-14.7293
6,-88.6982,-2.84911
