uid, cores, executable, UMGR_STAGING_INPUT, AGENT_EXECUTING, AGENT_STAGING_OUTPUT_PENDING, UMGR_STAGING_OUTPUT, AGENT_EXECUTING_PENDING, UMGR_SCHEDULING, AGENT_STAGING_OUTPUT, DONE, AGENT_STAGING_INPUT, UMGR_STAGING_INPUT_PENDING, NEW, UMGR_STAGING_OUTPUT_PENDING, AGENT_STAGING_INPUT_PENDING, UMGR_SCHEDULING_PENDING,
unit.000018, 1, gmx grompp, 122.038599968, 124.937900066, 128.881800175, 129.70810008, 124.9381001, 124.937800169, 128.886699915, 129.733200073, 124.900900126, 121.192500114, 119.674700022, 128.889600039, 122.063699961, 124.936500072
unit.000019, 1, gmx grompp, 122.10619998, 124.998000145, 128.886000156, 129.931499958, 124.998399973, 124.998100042, 128.915100098, 129.956700087, 124.977600098, 121.270100117, 119.675699949, 128.917999983, 122.131299973, 124.996799946
unit.000010, 1, gmx grompp, 121.782099962, 124.666100264, 132.928800106, 134.730999947, 124.666400194, 124.666100025, 133.454400063, 134.756200075, 124.645100117, 120.921299934, 119.667200089, 133.463400126, 121.81069994, 124.664800167
unit.000011, 1, gmx grompp, 121.8046, 124.737700224, 132.934400082, 135.010400057, 124.737900019, 124.737600088, 133.81159997, 135.03550005, 124.665699959, 120.94630003, 119.668100119, 133.858700037, 121.82949996, 124.736099958
unit.000012, 1, gmx grompp, 121.854799986, 124.778800249, 132.821600199, 134.426100016, 124.779000044, 124.778700113, 133.085799932, 134.451400042, 124.757800102, 120.996799946, 119.66899991, 133.093899965, 121.879699945, 124.777400017
unit.000013, 1, gmx grompp, 121.886800051, 124.801500082, 132.931900263, 134.908499956, 124.801599979, 124.801300049, 133.699800014, 134.933599949, 124.778300047, 121.022200108, 119.66989994, 133.709100008, 121.911900043, 124.799900055
unit.000014, 1, gmx grompp, 121.937400103, 124.84100008, 132.820300102, 134.375400066, 124.841300011, 124.84100008, 133.038899899, 134.400500059, 124.820899963, 121.072900057, 119.670799971, 133.057699919, 121.962500095, 124.839699984
unit.000015, 1, gmx grompp, 121.955300093, 124.86070013, 132.822100163, 134.449500084, 124.861000061, 124.86070013, 133.094700098, 134.474999905, 124.840600014, 121.09800005, 119.671900034, 133.146399975, 121.980499983, 124.859400034
unit.000016, 1, gmx grompp, 122.666800022, 125.500100136, 133.544200182, 135.36619997, 125.500400066, 125.5, 134.236599922, 135.391400099, 125.450600147, 121.828900099, 119.672800064, 134.263600111, 122.691800117, 125.498600006
unit.000017, 1, gmx grompp, 122.005700111, 124.901400089, 128.88560009, 129.911200047, 124.901600122, 124.901200056, 128.911600113, 129.936399937, 124.880900145, 121.167500019, 119.673799992, 128.914499998, 122.030499935, 124.89989996
unit.000083, 1, gmx grompp, 123.967499971, 127.248100281, 135.976800203, 137.766400099, 127.248300076, 127.247900009, 136.515300035, 137.791500092, 127.215800047, 123.122499943, 119.777800083, 136.580500126, 123.9927001, 127.246299982
unit.000082, 1, gmx grompp, 123.916699886, 127.178900242, 135.97480011, 137.6401999, 127.179100037, 127.178700209, 136.381599903, 137.665400028, 127.13650012, 123.072400093, 119.776400089, 136.409199953, 123.941900015, 127.177200079
unit.000081, 1, gmx grompp, 123.843300104, 127.064800262, 135.971100092, 137.410900116, 127.063899994, 127.063600063, 136.076999903, 137.436100006, 127.030600071, 122.996799946, 119.774800062, 136.103800058, 123.868499994, 127.06159997
unit.000080, 1, gmx grompp, 123.792500019, 127.004100084, 135.970700264, 137.386199951, 127.004199982, 127.003800154, 136.067600012, 137.411299944, 126.974900007, 122.94630003, 119.773299932, 136.076299906, 123.817800045, 127.002200127
unit.000087, 1, gmx grompp, 124.221899986, 127.59340024, 135.97720027, 137.792500019, 127.593600035, 127.593200207, 136.581200123, 137.817500114, 127.552200079, 123.374300003, 119.783600092, 136.620100021, 124.247100115, 127.59160018
unit.000086, 1, gmx grompp, 124.171099901, 127.515800238, 135.975600243, 137.690900087, 127.513900042, 127.513499975, 136.419399977, 137.716099977, 127.475500107, 123.323899984, 119.782200098, 136.428900003, 124.196199894, 127.511800051
unit.000085, 1, gmx grompp, 124.096899986, 127.409800053, 135.972300053, 137.487800121, 127.410000086, 127.409600019, 136.171999931, 137.513099909, 127.374900103, 123.248300076, 119.780699968, 136.199500084, 124.121999979, 127.407999992
unit.000084, 1, gmx grompp, 124.046299934, 127.35220027, 135.971900225, 137.461699963, 127.352400064, 127.352100134, 136.134299994, 137.487099886, 127.320300102, 123.197700024, 119.779299974, 136.171299934, 124.071399927, 127.350600004
unit.000089, 1, gmx grompp, 124.350199938, 127.755000114, 135.974400282, 137.614200115, 127.755300045, 127.754899979, 136.350800037, 137.639199972, 127.734100103, 123.500400066, 119.786799908, 136.380899906, 124.375400066, 127.753700018
unit.000088, 1, gmx grompp, 124.299700022, 127.704900265, 135.974000216, 137.589600086, 127.695600033, 127.695200205, 136.303800106, 137.614700079, 127.670099974, 123.449899912, 119.785300016, 136.35010004, 124.324800014, 127.693200111
unit.000108, 1, gmx grompp, 123.378299952, 126.399100065, 134.964900255, 137.233500004, 126.399200201, 126.398800135, 135.356899977, 137.25880003, 126.365200043, 122.533499956, 119.812599897, 135.364900112, 123.403399944, 126.396700144
