8,77.0461,51.2216
35,-65.1727,98.4932
0,-65.5037,168.605
88,-166.665,163.238
98,-89.9625,50.976
22,17.7611,-87.7744
50,-166.665,163.238
67,-84.2963,11.56
20,-143.318,-35.9889
26,60.7962,26.2683
34,-65.1727,98.4932
58,-154.086,-138.979
99,47.4775,-2.2931
96,-76.9488,18.2819
32,61.2218,-35.3448
23,-88.1236,55.0076
59,-141.299,36.0019
4,-67.3398,-60.3182
85,-157.165,3.81769
19,-143.318,-35.9889
60,49.9937,23.0274
36,-67.3398,-60.3182
52,-65.5037,168.605
3,41.7615,-127.598
68,-55.0253,-19.361
66,-138.556,169.839
86,-153.547,170.788
46,-78.6474,156.374
95,-67.6474,-48.5906
13,41.7615,-127.598
44,60.7962,26.2683
83,-126.861,109.005
53,-141.677,-50.1873
65,-88.6516,6.31986
91,-59.4047,7.89569
29,55.4103,176.989
84,-60.9303,166.957
43,-124.834,-121.971
25,-70.0144,142.972
93,-107.333,-58.0628
14,-67.6474,-48.5906
37,-141.299,36.0019
97,-89.9625,50.976
48,-110.815,171.618
82,52.7873,22.4419
33,-67.3398,-60.3182
76,-111.151,-2.81343
31,-56.3892,127.677
89,-82.1582,53.0191
28,-77.18,57.716
41,-106.189,101.612
51,-102.396,29.4234
63,-51.3752,144.667
56,-55.1181,-62.9601
78,-158.589,172.135
30,-131.259,145.718
57,-88.6516,6.31986
73,-122.981,149.654
54,-71.7056,143.594
42,-154.086,-138.979
24,-82.1582,53.0191
81,-82.0223,-173.167
11,-51.0559,169.963
17,-88.1236,55.0076
1,-87.027,21.4551
75,-65.1727,98.4932
38,-67.3398,-60.3182
18,73.8559,164.597
55,-77.0631,149.989
16,-120.563,-36.8723
70,-111.151,-2.81343
92,-149.177,1.35605
39,55.4103,176.989
64,-77.0631,149.989
10,41.7615,-127.598
15,-64.4867,108.193
87,-152.001,173.909
49,54.1175,167.456
79,-106.567,-101.448
69,-76.8733,-78.7333
40,-65.5037,168.605
45,-84.2963,11.56
80,52.2185,-169.841
2,-119.504,146.891
94,-62.7754,-12.0114
61,-123.059,23.6382
71,-124.834,-121.971
62,-76.8733,-78.7333
47,-91.7451,66.6259
27,-91.7451,66.6259
9,-107.333,-58.0628
12,-70.0144,142.972
7,-87.027,21.4551
21,-131.259,145.718
90,-119.504,146.891
72,47.4775,-2.2931
77,72.762,3.05708
74,-120.563,-36.8723
5,-62.7754,-12.0114
6,-107.333,-58.0628
