uid, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, StagingOutput, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, PendingOutputStaging, 
unit.000083, 127.792200089, 137.979599953, 116.768300056, 142.553900242, 117.535700083, 138.897300243, 127.843800068, 117.561000109, 138.9223001, 137.6875, 127.790200233, 115.725400209, 127.791900158, 127.782000065, 138.002799988, 
unit.000082, 128.446400166, 144.3901999, 118.502000093, 149.337300062, 119.270700216, 144.983500242, 128.718300104, 119.295900106, 145.009100199, 142.749000072, 128.444500208, 115.724500179, 128.446099997, 128.437000036, 144.428099871, 
unit.000081, 128.413900137, 143.857500076, 118.426000118, 149.387900114, 119.218800068, 144.896700144, 128.676000118, 119.243900061, 144.921800137, 142.742500067, 128.411800146, 115.723500252, 128.413500071, 128.401800156, 143.86590004, 
unit.000080, 128.39289999, 143.84829998, 118.375200272, 149.438600063, 119.168000221, 144.846100092, 128.65500021, 119.193100214, 144.870900154, 142.7421, 128.391000032, 115.722600222, 128.39260006, 128.38380003, 143.856899977, 
unit.000087, 128.430799961, 144.601300001, 118.451500177, 149.489100218, 119.220000267, 144.92140007, 128.685800076, 119.245000124, 144.947400093, 142.75180006, 128.428500175, 115.729100227, 128.430400133, 128.41260004, 144.610100031, 
unit.000086, 128.264100075, 143.577399969, 118.045000076, 149.540100098, 118.812500238, 144.59250021, 128.501300097, 118.837600231, 144.617500067, 139.729600191, 128.262200117, 115.728200197, 128.263800144, 128.250100136, 143.614599943, 
unit.000085, 127.704900026, 137.331599951, 116.489400148, 142.605100155, 117.279200077, 138.625500202, 127.728200197, 117.30430007, 138.652000189, 137.27060008, 127.703000069, 115.727300167, 127.704600096, 127.69630003, 137.380800009, 
unit.000084, 127.927999973, 138.16960001, 117.199400187, 142.655700207, 117.993500233, 139.338400126, 128.018200159, 118.018800259, 139.363500118, 137.793100119, 127.926100016, 115.72630024, 127.92779994, 127.918700218, 138.178200006, 
unit.000089, 128.544199944, 144.461299896, 118.71050024, 149.59070015, 119.473200083, 145.159400225, 128.822400093, 119.498300076, 145.184800148, 142.749700069, 128.542200089, 115.730900288, 128.543800116, 128.535600185, 144.482899904, 
unit.000088, 128.505200148, 144.428600073, 118.606400251, 149.641400099, 119.371800184, 145.05760026, 128.774000168, 119.397000074, 145.082900286, 142.749300003, 128.503200054, 115.730000257, 128.504899979, 128.478500128, 144.460700035, 
unit.000290, 163.18569994, 825.983099937, 161.949400187, 888.742900133, 162.505800247, 880.570800066, 163.18990016, 162.531000137, 884.790600061, 825.984100103, 163.182800055, 161.821600199, 163.185300112, 162.990500212, 826.015799999, 
unit.000291, 163.237400055, 814.105999947, 162.089100122, 892.39710021, 162.506300211, 884.653700113, 163.241100073, 162.531500101, 888.918500185, 814.074800014, 163.234900236, 161.956300259, 163.236999989, 163.185500145, 814.132099867, 
unit.000150, 143.902400017, 146.076600075, 142.824100256, 151.220300198, 143.534900188, 147.110100269, 143.905900002, 143.560200214, 147.135500193, 146.066000223, 143.900200129, 142.696600199, 143.902100086, 143.827500105, 146.109699965, 
unit.000128, 136.160400152, 138.907700062, 134.901300192, 142.706300259, 135.789300203, 139.769600153, 136.164000034, 135.814500093, 139.794700146, 138.908700228, 136.158100128, 134.773200274, 136.160000086, 136.123800039, 138.911599874, 
unit.000129, 136.182800055, 138.805700064, 135.035800219, 143.168800116, 135.789800167, 139.69350028, 136.186200142, 135.815000057, 139.718700171, 138.806400061, 136.180700064, 134.908500195, 136.182500124, 136.159000158, 138.809900045, 
unit.000298, 164.162699938, 892.347899914, 163.028700113, 903.350900173, 163.735900164, 897.537400246, 164.166400194, 163.761100054, 901.877900124, 892.348800182, 164.159400225, 162.900500059, 164.16230011, 164.018900156, 892.421000004, 
unit.000299, 164.177600145, 834.959500074, 163.162900209, 903.403000116, 163.737400055, 897.80700016, 164.184500217, 163.762500286, 902.028300285, 834.960200071, 164.175100088, 163.034400225, 164.177200079, 164.160600185, 835.028899908, 
unit.000421, 898.599100113, 913.752599955, 896.330000162, 1134.64900017, 897.110800266, 1126.50830007, 898.607500076, 897.136100054, 1128.81070018, 913.748800039, 898.591200113, 896.105700254, 898.598099947, 898.014100075, 913.761699915, 
unit.000420, 895.046200037, 907.829200029, 892.885000229, 1134.75180006, 892.920000076, 1126.47370028, 895.0552001, 892.945200205, 1128.80920029, 907.825400114, 895.038400173, 892.67380023, 895.045200109, 894.392100096, 907.868000031, 
unit.000548, 1142.79789996, 1145.98079991, 1142.54370022, 1168.63890028, 1142.59440017, 1166.67960024, 1142.80300021, 1142.61950016, 1166.7052002, 1145.9546001, 1142.796, 1142.38400006, 1142.79760003, 1142.78620005, 1146.03329992, 
unit.000422, 899.243800163, 913.76639986, 896.592200279, 1134.88310027, 897.104800224, 1128.96430016, 899.25270009, 897.130000114, 1131.3835001, 913.752100229, 899.23570013, 896.357500076, 899.2427001, 898.597100019, 913.803499937, 
unit.000425, 905.883700132, 923.596400023, 903.689100266, 1140.32390022, 904.443600178, 1131.52140021, 905.892700195, 904.469000101, 1133.86260009, 923.592100143, 905.875200033, 903.423500061, 905.882600069, 905.388900042, 923.637699842, 
unit.000424, 902.076200008, 919.322799921, 900.251600266, 1142.08330011, 900.346300125, 1131.4618001, 902.085200071, 900.372400284, 1133.73200011, 919.275200129, 902.067800045, 900.014200211, 902.075099945, 901.612700224, 919.37319994, 
unit.000427, 909.04820013, 927.116600037, 907.396900177, 1142.16100025, 907.637300253, 1133.94060016, 909.057100058, 907.662400246, 1136.36910009, 927.112000227, 909.039600134, 907.132700205, 909.047100067, 908.528100014, 927.145900011, 
unit.000426, 906.480400085, 923.644099951, 903.980000257, 1142.21460009, 904.54640007, 1133.86140013, 906.489600182, 904.571900129, 1136.37160015, 923.595700026, 906.471800089, 903.733300209, 906.479300022, 905.881500006, 923.698799849, 
unit.000542, 1135.26839995, 1138.44429994, 1134.88440013, 1168.68980026, 1135.03760028, 1166.41650009, 1135.27180004, 1135.06290007, 1166.44220018, 1138.43980002, 1135.2663002, 1134.75730014, 1135.26810002, 1135.25010014, 1138.48559999, 
unit.000428, 909.713900089, 927.421299934, 907.647700071, 1147.28070021, 907.739800215, 1136.44810009, 909.723400116, 907.765100241, 1138.80830026, 927.416700125, 909.70510006, 907.425500154, 909.712800026, 909.04610014, 927.475300074, 
unit.000540, 1131.03859997, 1132.6552999, 1130.14180017, 1168.01070023, 1130.87640023, 1166.31160021, 1131.04650021, 1130.90170026, 1166.33700013, 1132.62639999, 1131.03670001, 1130.01270008, 1131.03830004, 1131.02800012, 1132.70109987, 
unit.000541, 1131.04890013, 1132.71599984, 1130.27620006, 1168.06250024, 1130.87700009, 1166.36360025, 1131.05740023, 1130.90220022, 1166.38890028, 1132.62720013, 1131.04710007, 1130.14820027, 1131.04870009, 1131.03740001, 1132.74429989, 
unit.000546, 1142.77789998, 1145.95319986, 1142.23860025, 1168.11360025, 1142.54320025, 1166.57350016, 1142.78120017, 1142.56840014, 1166.59860015, 1145.95410013, 1142.77580023, 1142.09890008, 1142.77760005, 1142.7598002, 1145.98020005, 
unit.000547, 1142.78740001, 1146.03390002, 1142.37970018, 1168.16520023, 1142.54880023, 1166.58850026, 1142.79210019, 1142.57450008, 1166.61370015, 1145.95500016, 1142.78560019, 1142.24720025, 1142.78710008, 1142.77650023, 1146.0704, 
unit.000544, 1136.3908, 1138.41330004, 1135.15450025, 1168.21610022, 1136.11780024, 1166.52180028, 1136.39420009, 1136.14300013, 1166.54710007, 1138.33920002, 1136.38890004, 1135.02340007, 1136.39059997, 1136.37750006, 1138.44370008, 
unit.000545, 1136.40030003, 1138.34599996, 1135.28770018, 1168.26670027, 1136.11820006, 1166.53690028, 1136.40450001, 1136.14350009, 1166.56210017, 1138.33880019, 1136.3985002, 1135.15950012, 1136.40009999, 1136.38960004, 1138.41269994, 
unit.000458, 980.046200037, 1004.06559992, 977.417300224, 1180.35410023, 977.628400087, 1174.87010026, 980.060600042, 977.653600216, 1177.17060018, 1004.05680013, 980.03090024, 977.1177001, 980.044399977, 979.106300116, 1004.07590008, 
unit.000049, 128.40199995, 144.364899874, 118.400900126, 151.169700146, 119.169300079, 144.870600224, 128.665800095, 119.194400072, 144.896000147, 142.748600006, 128.400100231, 115.693200111, 128.40170002, 128.392500162, 144.389699936, 
unit.000459, 983.664400101, 1007.58029985, 981.085800171, 1180.41030025, 981.990000248, 1174.94710016, 983.677800179, 982.015400171, 1177.23380017, 1007.57130003, 983.650100231, 980.64620018, 983.662500143, 982.564200163, 1007.59019995, 
unit.000048, 128.384200096, 143.540499926, 118.350000143, 151.068200111, 119.11860013, 144.820000172, 128.642900229, 119.143700123, 144.845100164, 139.729000092, 128.382200003, 115.692200184, 128.383900166, 128.375000238, 143.576900005, 
unit.000360, 172.919800043, 901.29399991, 171.518300056, 1044.60850024, 172.528700113, 1037.9236002, 172.923500061, 172.554200172, 1042.20900011, 901.294800043, 172.912100077, 171.391100168, 172.919300079, 172.883100033, 901.347899914, 
unit.000361, 172.939599991, 869.331399918, 171.651000261, 1044.66130018, 172.532100201, 1038.14630008, 172.952600002, 172.557400227, 1042.35340023, 869.332000017, 172.936900139, 171.523600101, 172.939100027, 172.918300152, 869.396199942, 
unit.000335, 169.246999979, 899.986399889, 168.159300089, 980.571300268, 168.777000189, 974.647400141, 169.265300035, 168.802200079, 978.962700129, 899.987100124, 169.242900133, 168.031400204, 169.246500015, 169.22570014, 900.026000023, 
unit.000334, 169.227200031, 935.15019989, 168.026600122, 972.466700077, 168.776500225, 965.819700241, 169.230900049, 168.801700115, 970.077100277, 935.151000023, 169.224300146, 167.899000168, 169.226799965, 169.152000189, 935.20179987, 
unit.000337, 169.32949996, 830.225699902, 168.432400227, 988.511000156, 168.828300238, 978.983500242, 169.350300074, 168.853500128, 984.140600204, 830.226400137, 169.326600075, 168.299000263, 169.328999996, 169.313600063, 830.274399996, 
unit.000336, 169.315099955, 949.122999907, 168.293400288, 980.623500109, 168.827600241, 974.678800106, 169.318800211, 168.852700233, 978.95720005, 949.014200211, 169.312200069, 168.164900064, 169.314599991, 169.244300127, 949.203099966, 
unit.000331, 168.25180006, 909.982500076, 167.629500151, 968.406600237, 167.647800207, 961.513800144, 168.255600214, 167.672800064, 965.792200089, 909.935400009, 168.248800039, 167.502500057, 168.251399994, 168.164700031, 910.016299963, 
unit.000330, 168.166100025, 878.976799965, 167.497700214, 964.51760006, 167.647400141, 957.282700062, 168.17110014, 167.672400236, 961.519600153, 878.977400064, 168.163500071, 167.370200157, 168.165699959, 168.122100115, 879.02429986, 
unit.000333, 169.15350008, 966.083400011, 167.893800259, 976.553500175, 168.725500107, 970.213600159, 169.157100201, 168.750900269, 974.65260005, 966.084100008, 169.150600195, 167.766400099, 169.153100014, 169.105400085, 966.112499952, 
unit.000332, 169.106899977, 892.95179987, 167.760900259, 968.458000183, 168.725000143, 961.545700073, 169.110599995, 168.750400066, 965.793200254, 892.952800035, 169.099100113, 167.633800268, 169.106500149, 169.005500078, 893.000799894, 
unit.000339, 169.442199945, 940.073899984, 168.69810009, 992.57220006, 168.881700277, 984.287500143, 169.479000092, 168.906900167, 988.53880024, 940.074700117, 169.439600229, 168.570200205, 169.441800117, 169.430400133, 940.129699945, 
unit.000338, 169.431800127, 831.837899923, 168.565000057, 988.561500072, 168.881100178, 978.989000082, 169.457900047, 168.906200171, 984.140000105, 831.838700056, 169.429000139, 168.437500238, 169.431400061, 169.328000069, 831.866100073, 
unit.000054, 127.713400126, 137.59829998, 116.514500141, 144.44350028, 117.281000137, 138.644000053, 127.737700224, 117.306400061, 138.669100285, 137.37650013, 127.711500168, 115.697800159, 127.713099957, 127.703700066, 137.660199881, 
unit.000055, 127.735599995, 137.396800041, 116.590800285, 144.494300127, 117.380800247, 138.728100061, 127.768300056, 117.406000137, 138.754600286, 137.271400213, 127.733800173, 115.69870019, 127.735399961, 127.726900101, 137.421200037, 
unit.000056, 127.75880003, 137.421999931, 116.667000055, 144.545000076, 117.433700085, 138.795900106, 127.800800085, 117.459100246, 138.821200132, 137.271700144, 127.756800175, 115.69960022, 127.758500099, 127.749900103, 137.458600044, 
unit.000057, 127.783200026, 137.763799906, 116.742800236, 144.595500231, 117.533800125, 138.881200075, 127.833200216, 117.558900118, 138.906400204, 137.68380022, 127.781300068, 115.70050025, 127.782900095, 127.773500204, 137.780600071, 
unit.000119, 128.46239996, 144.681499958, 118.555300236, 149.235800266, 119.321400166, 145.718100071, 128.753800154, 119.346400261, 145.7433002, 142.753200054, 128.46050024, 115.758500099, 128.462100029, 128.453400135, 144.701600075, 
unit.000118, 128.336100101, 140.102999926, 118.248400211, 149.286500216, 119.017300129, 144.718700171, 128.602699995, 119.042500257, 144.743700266, 139.624800205, 128.334000111, 115.757600069, 128.335700035, 128.326600075, 142.778300047, 
unit.000052, 127.673500061, 137.567600012, 116.388500214, 144.64620018, 117.177500248, 138.524200201, 127.688500166, 117.202900171, 138.549300194, 137.376000166, 127.671600103, 115.696000099, 127.67320013, 127.663600206, 137.597499847, 
unit.000053, 127.690000057, 137.502899885, 116.439200163, 144.696900129, 117.228700161, 138.575000286, 127.708600044, 117.253700256, 138.600100279, 137.273500204, 127.688200235, 115.696900129, 127.689800024, 127.68110013, 137.513900042, 
unit.000115, 127.85800004, 137.857300043, 116.971100092, 144.747300148, 117.739900112, 139.103900194, 127.924700022, 117.765000105, 139.129100084, 137.685500145, 127.856100082, 115.754800081, 127.857700109, 127.84890008, 137.884299994, 
unit.000114, 127.720800161, 137.381599903, 116.539900064, 144.7979002, 117.33010006, 138.677500248, 127.748100042, 117.355200052, 138.702600241, 137.271000147, 127.719000101, 115.753900051, 127.720600128, 127.712200165, 137.395999908, 
unit.000117, 128.156200171, 132.570999861, 117.831800222, 135.163900137, 118.606100082, 134.232700109, 128.366000175, 118.632900238, 134.257900238, 132.531700134, 128.154300213, 115.756700277, 128.155900002, 128.145000219, 132.573499918, 
unit.000116, 127.993400097, 138.443599939, 117.401800156, 144.848300219, 118.197100163, 139.541200161, 128.100900173, 118.222500086, 139.566300154, 137.797200203, 127.991500139, 115.755800247, 127.993100166, 127.983800173, 138.476599932, 
unit.000058, 127.807899952, 138.090800047, 116.818900108, 144.898700237, 117.586800098, 138.947700262, 127.863000154, 117.612100124, 138.976700068, 137.689400196, 127.80610013, 115.701500177, 127.807700157, 127.799200058, 138.099099874, 
unit.000059, 127.823600054, 137.821099997, 116.869400263, 144.949200153, 117.637700081, 139.002200127, 127.883599997, 117.662900209, 139.027500153, 137.684700012, 127.821700096, 115.702400208, 127.823300123, 127.814500093, 137.848199844, 
unit.000113, 128.785300016, 139.779000044, 119.373000145, 145.000900269, 120.134000063, 141.258100271, 129.265400171, 120.159300089, 141.283500195, 139.419500113, 128.783100128, 115.753000259, 128.78489995, 128.770500183, 139.804499865, 
unit.000112, 128.675300121, 144.525300026, 119.120200157, 151.373200178, 119.880600214, 145.514800072, 129.077900171, 119.905800104, 145.539900064, 142.751100063, 128.673300028, 115.752100229, 128.674900055, 128.666300058, 144.564100027, 
unit.000478, 1026.27349997, 1054.91799998, 1023.16490006, 1207.9064002, 1023.43140006, 1200.51350021, 1026.2967, 1023.45680022, 1202.95010018, 1054.9065001, 1026.24640012, 1022.8670001, 1026.26929998, 1025.12570024, 1054.94449997, 
unit.000368, 173.349900007, 855.36439991, 172.585700274, 1068.53320026, 172.732800245, 1057.56180024, 173.358100176, 172.757900238, 1062.27220011, 855.36500001, 173.347200155, 172.458400249, 173.349400043, 173.317400217, 855.429199934, 
unit.000369, 173.359600067, 835.362699986, 172.717900276, 1068.58460021, 172.73630023, 1061.75280023, 173.376300097, 172.761400223, 1066.30820012, 835.363500118, 173.35710001, 172.590500116, 173.359100103, 173.349500179, 835.429100037, 
unit.000209, 151.622800112, 153.569499969, 150.686200142, 156.2354002, 151.173000097, 154.468800068, 151.626300097, 151.19810009, 154.493800163, 153.517400026, 151.620700121, 150.558700085, 151.622499943, 151.564100027, 153.638999939, 
unit.000208, 151.565400124, 153.639699936, 150.552900076, 156.286200285, 151.172500134, 154.497200251, 151.568900108, 151.197600126, 154.522300243, 153.517900229, 151.5631001, 150.425300121, 151.565000057, 151.478900194, 153.690799952, 
unit.000610, 1220.26320004, 1221.96210003, 1219.30980015, 1230.24850011, 1219.65220022, 1223.46770024, 1220.27040005, 1219.67760015, 1223.49280024, 1221.93300009, 1220.26140022, 1219.1795001, 1220.26300001, 1220.25220013, 1221.98659992, 
unit.000611, 1220.27279997, 1221.93969989, 1219.45170021, 1230.30240011, 1219.65290022, 1223.51920009, 1220.2809, 1219.67800021, 1223.54430008, 1221.93260002, 1220.27090001, 1219.31540012, 1220.27250004, 1220.26200008, 1221.96149993, 
unit.000616, 1228.38080001, 1230.04929996, 1225.09960008, 1235.73210025, 1226.01730013, 1232.70870018, 1228.3841002, 1226.04230022, 1232.73380017, 1230.05040002, 1228.37880015, 1224.96860027, 1228.38050008, 1226.62920022, 1230.09249997, 
unit.000617, 1228.39020014, 1230.14989996, 1225.23240018, 1235.78350019, 1226.06780028, 1232.75860023, 1228.39490008, 1226.09300017, 1232.78380013, 1230.15110016, 1228.38830018, 1225.10460019, 1228.38989997, 1228.37950015, 1230.20860004, 
unit.000614, 1225.51970005, 1228.48899984, 1224.82210016, 1235.83440018, 1224.93830013, 1230.27660012, 1225.5250001, 1224.96410012, 1230.30190015, 1228.44710016, 1225.51790023, 1224.69220018, 1225.51940012, 1225.50940013, 1228.54839993, 
unit.000615, 1225.52929997, 1228.48020005, 1224.96440005, 1235.88520026, 1224.98910022, 1230.32670021, 1225.53630018, 1225.01430011, 1230.3518002, 1228.4466002, 1225.52740002, 1224.82680011, 1225.52900004, 1225.51850009, 1228.48839998, 
unit.000201, 150.379600048, 152.81069994, 149.620500088, 156.336900234, 149.942300081, 153.289400101, 150.3829, 149.967400074, 153.314400196, 152.811600208, 150.377300024, 149.491200209, 150.379199982, 150.336000204, 152.832299948, 
unit.000200, 150.337200165, 152.709599972, 149.484900236, 156.387800217, 149.941800117, 153.266100168, 150.34070015, 149.967000246, 153.291200161, 152.710500002, 150.335000038, 149.357500076, 150.336899996, 150.285100222, 152.736999989, 
unit.000203, 150.465199947, 152.832999945, 149.885400057, 156.438400269, 149.993400097, 153.317200184, 150.468700171, 150.01850009, 153.342200279, 152.812200069, 150.463000059, 149.758300066, 150.464800119, 150.403700113, 152.840699911, 
unit.000619, 1231.88199997, 1233.58879995, 1230.72130013, 1241.32850027, 1231.25330019, 1235.39640021, 1231.88650012, 1231.27850008, 1235.42170024, 1233.55830002, 1231.88020015, 1230.59350014, 1231.88179994, 1231.87170005, 1233.59749985, 
unit.000205, 151.419100046, 153.414700031, 150.15530014, 156.53970027, 151.070800066, 154.394900084, 151.422600031, 151.096000195, 154.420200109, 153.415500164, 151.404200077, 150.027500153, 151.414299965, 151.379700184, 153.454599857, 
unit.000204, 150.473799944, 811.245499849, 150.02030015, 825.302800179, 150.043700218, 818.768600225, 150.480900049, 150.068900108, 823.002900124, 811.245100021, 150.471800089, 149.892300129, 150.473500013, 150.464000225, 811.298500061, 
unit.000207, 151.480100155, 153.515899897, 150.420200109, 156.590500116, 151.121800184, 154.446000099, 151.483700037, 151.146900177, 154.471200228, 153.517000198, 151.478000164, 150.292800188, 151.479799986, 151.452000141, 153.568799973, 
unit.000206, 151.453099966, 153.455299854, 150.287700176, 156.641100168, 151.121400118, 154.417900085, 151.456500053, 151.146500111, 154.443000078, 153.416200161, 151.451000214, 150.160300255, 151.452800035, 151.405100107, 153.467999935, 
unit.000276, 160.699100018, 810.130100012, 160.083800077, 881.555600166, 160.09430027, 875.158800125, 160.715300083, 160.119400263, 880.539800167, 810.129800081, 160.696500063, 159.954000235, 160.698800087, 160.682400227, 810.183300018, 
unit.000277, 161.371799946, 810.434399843, 160.216200113, 885.14890027, 161.121700287, 880.372300148, 161.377100229, 161.14680028, 884.626100063, 810.434100151, 161.363000154, 160.088700056, 161.370100021, 161.336000204, 810.461600065, 
unit.000430, 917.141400099, 933.950399876, 914.998700142, 1147.54640007, 915.026000261, 1138.84310007, 917.151100159, 915.051300287, 1142.02580023, 933.945500135, 917.132200003, 914.776900053, 917.140200138, 916.527100086, 933.988800049, 
unit.000431, 920.665199995, 939.571399927, 918.382300138, 1147.33730006, 919.168200254, 1138.91620016, 920.674700022, 919.193600178, 1142.02510023, 939.566400051, 920.656100035, 918.10070014, 920.66410017, 920.096800089, 939.581399918, 
unit.000227, 154.081500053, 156.244799852, 153.339100122, 161.71050024, 153.685600281, 158.071200132, 154.084900141, 153.712100267, 158.096300125, 156.135200024, 154.079400063, 153.211900234, 154.081200123, 154.038300037, 156.308500051, 
unit.000226, 154.039600134, 156.159399986, 153.206700087, 161.761300087, 153.685100079, 157.969200134, 154.043100119, 153.711000204, 157.99420023, 156.13380003, 154.03730011, 153.079300165, 154.039200068, 153.993500233, 156.180500031, 
unit.000224, 153.968800068, 156.132400036, 152.683600187, 161.862800121, 153.634500265, 157.968600273, 153.972300053, 153.659900188, 157.993800163, 156.133200169, 153.966500044, 152.554900169, 153.968500137, 153.901100159, 156.158699989, 
unit.000438, 936.276800156, 957.448400021, 933.863400221, 1157.89760017, 933.975000143, 1149.29130006, 936.287800074, 934.000200272, 1151.74620008, 957.442700148, 936.266300201, 933.570200205, 936.275500059, 935.583600044, 957.48059988, 
unit.000439, 939.744800091, 961.466599941, 937.471400261, 1158.02390027, 938.185900211, 1149.34450006, 939.755300045, 938.211600065, 1151.74580026, 961.460700035, 939.734100103, 937.172200203, 939.743400097, 939.029300213, 961.475800037, 
unit.000506, 1088.26150012, 1089.79550004, 1087.51950026, 1096.81700015, 1087.69550014, 1091.63370013, 1088.26550007, 1087.72060013, 1091.65880013, 1089.79500008, 1088.21620011, 1087.39150023, 1088.25480008, 1088.20820022, 1089.82379985, 
unit.000507, 1092.1552, 1094.50699997, 1091.68670011, 1101.95470023, 1091.96290016, 1096.25990009, 1092.15880013, 1091.98800015, 1096.28500009, 1094.50820017, 1092.15250015, 1091.55900025, 1092.15490007, 1092.14180017, 1094.53219986, 
unit.000504, 1089.66269994, 1124.80889988, 1086.97640014, 1241.38690019, 1087.80020022, 1235.55100012, 1089.68280005, 1087.82570028, 1237.88460016, 1124.79410005, 1089.64090014, 1086.58470011, 1089.65989995, 1088.22730017, 1124.85380006, 
unit.000505, 1091.18910003, 1127.6250999, 1087.38570023, 1241.54190016, 1087.84320021, 1235.50420022, 1091.20830011, 1087.86860013, 1237.81840014, 1127.61059999, 1091.16810012, 1087.00990009, 1091.18659997, 1089.65870023, 1127.65610003, 
unit.000502, 1085.45580006, 1119.94219995, 1082.25460029, 1241.62220025, 1082.47600007, 1232.86320019, 1085.47470021, 1082.5013001, 1235.36720014, 1119.86540008, 1085.43540001, 1081.87760019, 1085.45340014, 1083.91680002, 1119.97909999, 
unit.000503, 1088.2335, 1124.29900002, 1082.58450007, 1241.67820024, 1083.60060024, 1232.91470027, 1088.25250006, 1083.62700009, 1235.36630011, 1124.28490019, 1088.20230007, 1082.2828002, 1088.23099995, 1085.45190001, 1124.33899999, 
unit.000500, 1079.66910005, 1115.14209986, 1077.56590009, 1235.95010018, 1078.02680016, 1230.43540025, 1079.68720007, 1078.05230021, 1232.73110008, 1115.12810016, 1079.64970016, 1077.05680013, 1079.66680002, 1078.20620012, 1115.2105999, 
unit.000501, 1083.92009997, 1119.66229987, 1081.84240007, 1236.05850005, 1082.30740023, 1230.3835001, 1083.94160008, 1082.33280015, 1232.68100023, 1119.64820004, 1083.90020013, 1081.49700022, 1083.91770005, 1082.59720016, 1119.70449996, 
unit.000508, 1092.16480017, 1094.53279996, 1091.83880019, 1102.01050019, 1092.00270009, 1096.31100011, 1092.1723001, 1092.02790022, 1096.33620024, 1094.50870013, 1092.16300011, 1091.69270015, 1092.16460013, 1092.15320015, 1094.54999995, 
unit.000509, 1092.17449999, 1094.4066999, 1091.97050023, 1102.06160021, 1092.01370025, 1096.36210012, 1092.18260002, 1092.03890014, 1096.62010026, 1094.4073, 1092.17270017, 1091.84370017, 1092.17429996, 1092.16360021, 1094.48259997, 
unit.000608, 1220.2355001, 1221.83049989, 1219.00750017, 1230.68060017, 1219.59980011, 1223.30920029, 1220.23880005, 1219.6249001, 1223.33480024, 1221.83140016, 1220.23340011, 1218.87790012, 1220.23520017, 1220.22050023, 1221.86349988, 
unit.000487, 1047.39120007, 1080.35329986, 1045.03760028, 1218.79690027, 1045.65510011, 1210.8512001, 1047.40750003, 1045.6808002, 1213.31570005, 1080.34080005, 1047.37360001, 1044.68770027, 1047.38910007, 1046.22100019, 1080.36310005, 
unit.000486, 1043.97430015, 1076.8369, 1040.90940022, 1218.87950015, 1041.36420012, 1210.83800006, 1043.99080014, 1041.38970017, 1213.31520009, 1076.82470012, 1043.95670009, 1040.54270005, 1043.97220016, 1042.84440017, 1076.85890007, 
unit.000485, 1042.84759998, 1076.32889986, 1040.50930023, 1213.47420025, 1041.23390007, 1208.45960021, 1042.86350012, 1041.25930023, 1210.74500012, 1076.31630015, 1042.83040023, 1040.16470027, 1042.84549999, 1041.74050021, 1076.38549995, 
