uid, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, StagingOutput, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, PendingOutputStaging, 
unit.000484, 1038.97839999, 1070.69889998, 1036.42730021, 1213.60840011, 1037.04460025, 1208.44060016, 1039.00670004, 1037.07000017, 1210.73120022, 1070.68640018, 1038.9610002, 1036.08780026, 1038.9763, 1037.75930023, 1070.71259999, 
unit.000483, 1037.76259995, 1072.51169991, 1036.04930019, 1213.68910027, 1036.2742002, 1205.68840027, 1037.78100014, 1036.29980016, 1208.33460021, 1072.49940014, 1037.74550009, 1035.73390007, 1037.76049995, 1036.76970005, 1072.54500008, 
unit.000482, 1034.94250011, 1066.67439985, 1032.18550014, 1213.75530028, 1032.80550027, 1205.61160016, 1034.95820022, 1032.83100009, 1208.27170014, 1066.65970016, 1034.92540002, 1031.87340021, 1034.94040012, 1033.68050003, 1066.7256, 
unit.000481, 1033.68429995, 1067.18249989, 1031.83330011, 1207.97710013, 1032.01800013, 1203.05160022, 1033.70010018, 1032.04330015, 1205.57860017, 1067.17080021, 1033.66700006, 1031.49500012, 1033.68230009, 1032.52370024, 1067.22429991, 
unit.000480, 1030.50430012, 1061.05169988, 1027.66400027, 1208.03390026, 1027.77680016, 1203.10750008, 1030.52000022, 1027.80230021, 1205.58030009, 1061.0402, 1030.48760009, 1027.37180018, 1030.50240016, 1029.25860023, 1061.06229997, 
unit.000489, 1053.63940001, 1085.68420005, 1049.76820016, 1218.93950009, 1049.84640026, 1213.55490017, 1053.65620017, 1049.87190008, 1215.84970021, 1085.67090011, 1053.62090015, 1049.41030025, 1053.63720012, 1050.29840016, 1085.7328999, 
unit.000488, 1048.71539998, 1081.06360006, 1045.40370011, 1219.09300017, 1045.70570016, 1213.45550013, 1048.73200011, 1045.73130012, 1215.78710008, 1081.05080009, 1048.66450024, 1045.06800008, 1048.69480014, 1047.38790011, 1081.07710004, 
unit.000229, 154.146899939, 156.181200027, 153.74450016, 162.428900242, 153.787400246, 158.019800186, 154.150300026, 153.812500238, 158.044900179, 156.134200096, 154.14470005, 153.61680007, 154.146600008, 154.118500233, 156.207299948, 
unit.000228, 154.119699955, 156.309099913, 153.611100197, 162.479600191, 153.736600161, 158.071800232, 154.123200178, 153.761700153, 158.096700191, 156.235900164, 154.117600203, 153.344900131, 154.119400024, 154.080300093, 156.351700068, 
unit.000371, 174.299200058, 843.40809989, 172.983800173, 1073.3677001, 173.813600063, 1066.33450007, 174.303200006, 173.838800192, 1070.74730015, 843.408800125, 174.296500206, 172.856000185, 174.298700094, 174.1650002, 843.479300022, 
unit.000370, 174.165300131, 830.068799973, 172.850800276, 1068.45650005, 173.810600281, 1062.2986002, 174.169000149, 173.835900068, 1066.7031002, 830.023600101, 174.16260004, 172.722900152, 174.164800167, 174.080700159, 830.125299931, 
unit.000373, 174.354300022, 843.968699932, 173.251200199, 1081.42830014, 173.864500284, 1070.7735002, 174.357900143, 173.889500141, 1075.36570024, 843.912000179, 174.351000071, 173.123300076, 174.353800058, 174.318700075, 844.004499912, 
unit.000479, 1029.26189995, 1059.54159999, 1027.34010005, 1208.15880013, 1027.64690018, 1200.52390027, 1029.27790022, 1027.6722002, 1202.96610022, 1059.53000021, 1029.24530005, 1026.98360014, 1029.25990009, 1028.1499002, 1059.57629991, 
unit.000375, 174.415800095, 829.316099882, 173.543000221, 1081.4848001, 173.915200233, 1075.39240026, 174.493000031, 173.940400124, 1079.88860011, 829.316900015, 174.41320014, 173.396700144, 174.415400028, 174.404300213, 829.356600046, 
unit.000374, 174.405600071, 830.275399923, 173.389600277, 1081.53590012, 173.912600279, 1070.97000027, 174.416300058, 173.937800169, 1075.57010007, 830.227400064, 174.402900219, 173.256300211, 174.405200005, 174.352100134, 830.351799965, 
unit.000377, 174.70600009, 844.160399914, 173.809800148, 1086.51740026, 173.966100216, 1079.9150002, 174.70960021, 173.997700214, 1084.28040028, 844.114000082, 174.703200102, 173.68200016, 174.705500126, 174.556500196, 844.206799984, 
unit.000376, 174.550300121, 820.230099916, 173.676300287, 1086.57070017, 173.963600159, 1075.59640026, 174.559200048, 173.990700245, 1080.26380014, 820.231000185, 174.547600031, 173.548700094, 174.549800158, 174.414300203, 820.282899857, 
unit.000379, 795.180000067, 1448.0374999, 174.075600147, 1470.82310009, 175.050000191, 1449.67980027, 795.183600187, 175.075300217, 1467.69460011, 1448.03850007, 176.595400095, 173.94810009, 176.597700119, 175.272400141, 1448.08850002, 
unit.000378, 792.956599951, 1453.64759994, 173.943000078, 1470.8755002, 174.016700268, 1463.17100024, 792.960300207, 174.041800261, 1467.69260025, 1453.6486001, 174.714300156, 173.816200256, 174.716500044, 174.706800222, 1453.69700003, 
unit.000471, 1012.22160006, 1044.45739985, 1009.96780014, 1196.94310021, 1010.54550028, 1190.28840017, 1012.24390006, 1010.5710001, 1192.91350007, 1044.4466002, 1012.19310021, 1009.62850022, 1012.21959996, 1011.11810017, 1044.46939993, 
unit.000476, 1021.65120006, 1050.29929996, 1018.76800013, 1202.67120028, 1019.11390018, 1198.02180028, 1021.66610003, 1019.13940024, 1200.31540012, 1050.28830004, 1021.63490009, 1018.51950026, 1021.6493001, 1020.71750021, 1050.31049991, 
unit.000477, 1025.12919998, 1056.32780004, 1022.83560014, 1202.35690022, 1023.40350008, 1198.07040024, 1025.14440012, 1023.43190026, 1200.35580015, 1056.31660008, 1025.11230016, 1022.50590014, 1025.12730002, 1023.92560005, 1056.33730006, 
unit.000474, 1019.38779998, 1048.58119988, 1014.64300013, 1202.4387002, 1014.87120008, 1195.36130023, 1019.40510011, 1014.89650011, 1197.83500028, 1048.5702002, 1019.37180018, 1014.38200021, 1019.38590002, 1017.7046001, 1048.5941, 
unit.000475, 1020.72070003, 1049.08959985, 1018.48860025, 1202.57340026, 1019.11010027, 1195.39250016, 1020.73630023, 1019.13560009, 1197.83930016, 1049.07870007, 1020.7046001, 1018.19020009, 1020.71880007, 1019.60350013, 1049.11849999, 
unit.000573, 1170.18250012, 1171.72829986, 1169.2729001, 1173.83810019, 1169.51620007, 1172.16130018, 1170.18730021, 1169.54140019, 1172.18640018, 1171.71860003, 1170.18070006, 1169.14540029, 1170.18230009, 1170.17240024, 1171.75959992, 
unit.000572, 1170.17370009, 1171.69869995, 1169.1400001, 1173.89010024, 1169.50530028, 1172.12800026, 1170.17690015, 1169.53050017, 1172.15310025, 1171.61800003, 1170.17170024, 1169.01100016, 1170.17340016, 1170.16290021, 1171.7277, 
unit.000571, 1170.05089998, 1171.65649986, 1169.00590014, 1173.94090009, 1169.46490026, 1172.1097002, 1170.05920005, 1169.49020028, 1172.13500023, 1171.6171, 1170.04900002, 1168.87820005, 1170.05060005, 1170.04020023, 1171.66470003, 
unit.000570, 1170.04139996, 1171.66529989, 1168.80130029, 1173.99180007, 1169.4539001, 1172.07630014, 1170.0467, 1169.47920012, 1172.10160017, 1171.6176002, 1170.03950024, 1168.67260027, 1170.04110003, 1170.03030014, 1171.69809985, 
unit.000577, 1176.42670012, 1178.0223999, 1175.20410013, 1185.53640008, 1175.79340029, 1179.69480014, 1176.43270016, 1175.81870008, 1179.72000027, 1177.93290019, 1176.42480016, 1175.07680011, 1176.42639995, 1176.41630006, 1178.09200001, 
unit.000576, 1176.41740012, 1178.09259987, 1175.06960011, 1185.59540009, 1175.7900002, 1179.65630007, 1176.42210007, 1175.81510019, 1179.68140006, 1177.93330002, 1176.41560006, 1174.93380022, 1176.41720009, 1176.40670013, 1178.11829996, 
unit.000575, 1176.40790009, 1177.93120003, 1174.92820024, 1185.65820026, 1175.74100018, 1179.64290023, 1176.41170001, 1175.76610017, 1179.66810012, 1177.93250012, 1176.40610003, 1174.80080009, 1176.40770006, 1176.39550018, 1178.02180004, 
unit.000574, 1175.29590011, 1176.92910004, 1174.22520018, 1180.15440011, 1174.71130013, 1177.19760013, 1175.29920006, 1174.73700023, 1177.22290015, 1176.93000007, 1175.29380012, 1174.09190011, 1175.29559994, 1175.28070021, 1176.93779993, 
unit.000579, 1181.773, 1183.49429989, 1180.58110023, 1191.12730026, 1181.10170007, 1184.72220016, 1181.77850008, 1181.1269002, 1184.78880024, 1183.44500017, 1181.77110004, 1180.44250011, 1181.77270007, 1181.76220012, 1183.50779986, 
unit.000578, 1181.76349998, 1183.44309998, 1180.43420029, 1191.1795001, 1181.09740019, 1184.67030025, 1181.76690006, 1181.12260008, 1184.69540024, 1183.44400001, 1181.76150012, 1180.30390024, 1181.76329994, 1181.74360013, 1183.46090007, 
unit.000252, 157.825299978, 815.082900047, 156.85160017, 867.009300232, 157.427700281, 862.220700264, 157.828900099, 157.452700138, 866.424500227, 815.08370018, 157.823000193, 156.724200249, 157.825000048, 157.80880022, 815.085900068, 
unit.000253, 157.881600142, 159.957700014, 156.991100073, 162.017100096, 157.429400206, 160.281500101, 157.885500193, 157.454700232, 160.30670023, 159.954400063, 157.87920022, 156.856800079, 157.881299973, 157.82400012, 159.990400076, 
unit.000250, 157.778599977, 832.242199898, 156.583900213, 863.438900232, 157.37680006, 858.004300117, 157.782200098, 157.402000189, 862.194700241, 832.243000031, 157.776100159, 156.456700087, 157.77820015, 157.702500105, 832.245899916, 
unit.000251, 157.810100079, 813.567600012, 156.718800068, 867.060900211, 157.37830019, 862.146100283, 157.813600063, 157.403400183, 866.336900234, 813.568300009, 157.807800055, 156.589300156, 157.809700012, 157.777300119, 813.5704, 
unit.000256, 158.058200121, 161.77609992, 157.390800238, 165.714500189, 157.529300213, 162.488100052, 158.061700106, 157.554400206, 162.513100147, 161.776800156, 158.0558002, 157.263200283, 158.057899952, 158.011800051, 161.787299871, 
unit.000257, 158.144500017, 160.054899931, 157.523700237, 161.604900122, 157.531100273, 161.357700109, 158.148000002, 157.556300163, 161.382800102, 160.055600166, 158.142100096, 157.395900249, 158.144200087, 158.056800127, 160.061800003, 
unit.000254, 157.924200058, 160.156499863, 157.124300241, 161.65590024, 157.47840023, 161.359400272, 157.927800179, 157.503600121, 161.384500265, 160.156700134, 157.92200017, 156.996500254, 157.923900127, 157.880300045, 160.197299957, 
unit.000255, 158.013200045, 162.280799866, 157.258100271, 165.818100214, 157.480400085, 163.615800142, 158.016800165, 157.505400181, 163.641000271, 162.281599998, 158.010800123, 157.130400181, 158.012900114, 157.923000097, 162.326200008, 
unit.000393, 833.227900028, 839.428900003, 832.168400288, 1096.88550019, 832.21750021, 1092.38890028, 833.232800007, 832.243100166, 1094.62600017, 839.389200211, 833.223800182, 832.381100178, 833.227400064, 833.108500004, 839.454400063, 
unit.000392, 830.176500082, 836.170399904, 829.212900162, 1096.9374001, 829.431500196, 1091.68610024, 830.181600094, 829.456700087, 1093.9223001, 836.170000076, 830.172600031, 829.082100153, 830.176000118, 830.068900108, 836.193099976, 
unit.000258, 159.027899981, 161.474799871, 157.657200098, 165.86950016, 158.606800079, 162.437000275, 159.031500101, 158.632200241, 162.462100267, 161.467700005, 159.025500059, 157.528600216, 159.027500153, 158.955500126, 161.479300022, 
unit.000390, 826.873000145, 832.345299959, 825.736100197, 1091.48340011, 826.275100231, 1087.56390023, 826.87770009, 826.300300121, 1089.80980015, 832.345200062, 826.869100094, 825.581300259, 826.872499943, 826.780700207, 832.38380003, 
unit.000397, 844.711100101, 851.950500011, 842.676500082, 1107.45900011, 843.602300167, 1099.05810022, 844.716500044, 843.627500057, 1101.36510015, 851.949500084, 844.706700087, 842.494300127, 844.710500002, 844.536200047, 851.972199917, 
unit.000396, 840.630300045, 849.640100002, 839.315900087, 1102.12430024, 839.483100176, 1096.7506001, 840.635500193, 839.508300066, 1099.00630021, 849.639500141, 840.622900009, 839.13560009, 840.626700163, 840.466300011, 849.674399853, 
unit.000395, 840.46780014, 849.33739996, 839.10860014, 1102.20080018, 839.411500216, 1094.67770028, 840.47300005, 839.437200069, 1097.22020006, 849.336500168, 840.463600159, 838.952300072, 840.467299938, 840.272600174, 849.399199963, 
unit.000394, 834.331099987, 840.600199938, 832.327500105, 1102.25250006, 833.173900127, 1093.97400022, 834.344900131, 833.199200153, 1096.23370028, 840.596800089, 834.275000095, 832.196100235, 834.330600023, 834.151200056, 840.635200024, 
unit.000029, 127.865400076, 138.099699974, 116.996700287, 142.757000208, 117.787400246, 139.135000229, 127.935200214, 117.812500238, 139.160100222, 137.689700127, 127.863500118, 115.674600124, 127.865100145, 127.856800079, 138.125, 
unit.000028, 127.84190011, 137.849099874, 116.920400143, 142.807800055, 117.688900232, 139.053100109, 127.903700113, 117.714300156, 139.078300238, 137.685100079, 127.840000153, 115.673700094, 127.841599941, 127.831100225, 137.856699944, 
unit.000025, 127.774600029, 137.459699869, 116.717600107, 142.858700275, 117.4848001, 138.846700191, 127.822700024, 117.510000229, 138.871800184, 137.27210021, 127.772800207, 115.671000242, 127.774399996, 127.765200138, 137.470000029, 
unit.000024, 127.751100063, 137.661099911, 116.641700268, 142.909700155, 117.43200016, 138.780200243, 127.789800167, 117.457400084, 138.8052001, 137.376900196, 127.749300003, 115.670100212, 127.75090003, 127.742500067, 137.703999996, 
unit.000027, 127.815700054, 138.003399849, 116.844100237, 142.964300156, 117.635300159, 138.982600212, 127.873000145, 117.660400152, 139.007800102, 137.687900066, 127.813800097, 115.672800064, 127.815400124, 127.806800127, 138.034699917, 
unit.000026, 127.800400019, 137.781300068, 116.793700218, 143.015200138, 117.584400177, 138.93170023, 127.853300095, 117.6098001, 138.956700087, 137.684300184, 127.798600197, 115.671900272, 127.800199986, 127.791000128, 137.819900036, 
unit.000021, 127.682199955, 137.3125, 116.41380024, 143.066500187, 117.178900242, 138.542700052, 127.69810009, 117.204400063, 138.567900181, 137.270200014, 127.680400133, 115.667300224, 127.68200016, 127.6723001, 137.330600023, 
unit.000020, 127.664800167, 137.470900059, 116.363200188, 138.756100178, 117.127900124, 138.491700172, 127.677700043, 117.153100252, 138.517100096, 137.273100138, 127.662800074, 115.666300058, 127.664499998, 127.655500174, 137.501999855, 
unit.000023, 127.728000164, 137.730499983, 116.56520009, 143.118000269, 117.332100153, 138.694600105, 127.75880003, 117.357300282, 138.719700098, 137.378900051, 127.726200104, 115.669100285, 127.727800131, 127.719700098, 137.763000011, 
unit.000022, 128.070899963, 132.567699909, 117.629500151, 134.693200111, 118.401300192, 134.029700279, 128.258400202, 118.426400185, 134.054800272, 132.531300068, 128.069000006, 115.668200254, 128.070600033, 128.062000036, 132.5704, 
unit.000241, 156.368299961, 817.357300043, 155.346300125, 845.898700237, 156.097800255, 839.711700201, 156.371800184, 156.122900248, 845.225000143, 817.307400227, 156.366200209, 155.218700171, 156.368100166, 156.355100155, 817.394500017, 
unit.000140, 137.45510006, 143.83010006, 136.500900269, 150.658700228, 137.122700214, 145.819600105, 137.458600044, 137.147800207, 145.844900131, 140.034700155, 137.452700138, 136.372200251, 137.454800129, 137.400000095, 143.847699881, 
unit.000090, 128.618000031, 144.181499958, 118.940300226, 149.692500114, 119.728000164, 145.363000154, 128.939100027, 119.753400087, 145.38800025, 142.746200085, 128.616100073, 115.731800079, 128.6177001, 128.60860014, 144.235899925, 
unit.000091, 128.72239995, 139.413199902, 119.196200132, 143.219800234, 119.981500149, 141.079400063, 129.110599995, 120.006600142, 141.104500055, 139.414300203, 128.720200062, 115.732700109, 128.722000122, 128.690300226, 139.466700077, 
unit.000092, 128.812100172, 139.887199879, 119.449100256, 143.270400286, 120.235500097, 141.334200144, 129.30430007, 120.26060009, 141.359300137, 139.521900177, 128.810200214, 115.73360014, 128.811800003, 128.803600073, 139.934599876, 
unit.000093, 127.697400093, 137.704799891, 116.464300156, 143.321200132, 117.230000257, 138.59340024, 127.718300104, 117.255400181, 138.618400097, 137.378100157, 127.695600033, 115.73450017, 127.69720006, 127.688900232, 137.72969985, 
unit.000094, 127.832299948, 138.125599861, 116.89470005, 143.371900082, 117.686000109, 139.033600092, 127.893200159, 117.711200237, 139.058700085, 137.690500021, 127.830400229, 115.735500097, 127.832000017, 127.822400093, 138.142400026, 
unit.000095, 127.969099998, 138.542899847, 117.325900078, 143.422600269, 118.096100092, 139.462300062, 128.071099997, 118.121200085, 139.487600088, 137.900099993, 127.967200041, 115.736500263, 127.968899965, 127.959300041, 138.567800045, 
unit.000096, 128.108999968, 132.542399883, 117.755900145, 134.74420023, 118.554100275, 134.164400101, 128.323500156, 118.580300093, 134.189400196, 132.526900053, 128.10710001, 115.737400055, 128.108700037, 128.099400043, 132.54489994, 
unit.000097, 128.311000109, 140.073299885, 118.171700239, 143.473500252, 118.964700222, 141.054600239, 128.571900129, 118.989800215, 141.079800129, 139.624400139, 128.309000015, 115.738300085, 128.31069994, 128.297600031, 140.102400064, 
unit.000623, 1237.09720016, 1240.42379999, 1236.46510005, 1246.8433001, 1236.49060011, 1241.32770014, 1237.1032002, 1236.5157001, 1241.35310006, 1240.37220001, 1237.0953002, 1236.33550024, 1237.09700012, 1237.0795002, 1240.44989991, 
unit.000622, 1237.08070016, 1240.45050001, 1236.33070016, 1246.89450026, 1236.45650005, 1241.32920027, 1237.08810019, 1236.48170018, 1241.35450006, 1240.37260008, 1237.0788002, 1236.2025001, 1237.08050013, 1237.07000017, 1240.50999999, 
unit.000153, 144.033600092, 146.021300077, 143.227100134, 149.844900131, 143.588300228, 147.059100151, 144.037000179, 143.613400221, 147.08430028, 145.964800119, 144.031400204, 143.099700212, 144.033300161, 143.989800215, 146.050799847, 
unit.000152, 143.990999937, 146.051499844, 143.091400146, 149.89560008, 143.585900068, 147.080800056, 143.994400024, 143.611200094, 147.106200218, 145.965300083, 143.988900185, 142.963200092, 143.990700006, 143.962000132, 146.075999975, 
unit.000155, 144.106800079, 146.110300064, 143.492600203, 149.946200132, 143.63890028, 147.132000208, 144.110200167, 143.66380024, 147.157200098, 146.066400051, 144.104600191, 143.365200281, 144.106500149, 144.078900099, 146.145799875, 
unit.000154, 144.08010006, 146.165899992, 143.359600067, 149.997000217, 143.637300253, 147.161600113, 144.083600044, 143.662600279, 147.186800241, 146.167000055, 144.078000069, 143.232000113, 144.079800129, 144.032400131, 146.208600044, 
unit.000625, 1243.42589998, 1245.30879998, 1241.82250023, 1251.80370021, 1242.72510028, 1245.49820018, 1243.42920017, 1242.75020027, 1245.5235002, 1245.2828002, 1243.42390013, 1241.69100022, 1243.42560005, 1243.41260004, 1245.34119987, 
unit.000624, 1242.31290007, 1245.28130007, 1241.68570018, 1251.85580015, 1241.69740009, 1245.49010015, 1242.31620002, 1241.72260022, 1245.51540017, 1245.2822001, 1242.31090021, 1241.55610013, 1242.31260014, 1242.29890013, 1245.30819988, 
unit.000240, 156.356400013, 817.305500031, 155.213500261, 842.464100122, 156.095800161, 835.545100212, 156.3598001, 156.121000051, 839.741300106, 817.306300163, 156.354300022, 155.085700274, 156.356100082, 156.311100006, 817.356299877, 
unit.000283, 161.718700171, 165.841599941, 161.016900063, 169.552500248, 161.274400234, 167.019300222, 161.725600004, 161.299500227, 167.044300079, 165.716500044, 161.712000132, 160.888600111, 161.718300104, 161.679700136, 165.879499912, 
unit.000329, 168.123600006, 884.001899958, 167.364700079, 964.590800285, 167.596300125, 957.101900101, 168.152100086, 167.621500254, 961.487500191, 884.00270009, 168.120900154, 167.237000227, 168.123100042, 168.069500208, 884.050600052, 
unit.000436, 928.582400084, 948.214400053, 926.223800182, 1152.66400027, 926.673900127, 1146.87250018, 928.593000174, 926.699500084, 1149.18850017, 948.208900213, 928.572300196, 925.953200102, 928.581200123, 927.968800068, 948.259799957, 
unit.000437, 935.586199999, 957.343899965, 933.539600134, 1152.79240012, 933.896500111, 1146.94750023, 935.596600056, 933.921800137, 1149.24210024, 957.338000059, 935.575900078, 933.237300158, 935.584900141, 934.83190012, 957.364799976, 
unit.000434, 924.383300066, 942.37680006, 922.411900282, 1152.92210007, 922.4381001, 1144.53260016, 924.393700123, 922.463500261, 1146.84430027, 942.286300182, 924.373800039, 922.139400244, 924.382100105, 923.804100037, 942.386399984, 
unit.000435, 927.971100092, 948.110300064, 925.912800074, 1152.99970007, 926.578300238, 1144.5387001, 927.981000185, 926.604000092, 1146.84360027, 948.104200125, 927.961400032, 925.635300159, 927.969900131, 927.437500238, 948.149399996, 
unit.000432, 921.231699944, 939.876899958, 918.688200235, 1147.41010022, 919.262600183, 1142.12680006, 921.24180007, 919.287800074, 1144.43670011, 939.871400118, 921.222400188, 918.412900209, 921.230600119, 920.663000107, 939.933500051, 
unit.000433, 923.822999954, 942.334399939, 922.111200094, 1147.49130011, 922.381500244, 1142.05500007, 923.83280015, 922.40680027, 1144.42940021, 942.282100201, 923.79700017, 921.836300135, 923.812600136, 923.239200115, 942.370899916, 
unit.000539, 1131.02920008, 1132.70169997, 1130.00660014, 1168.32070017, 1130.82590008, 1166.25240016, 1131.03520012, 1130.85100007, 1166.28430009, 1132.62680006, 1131.02730012, 1129.87880015, 1131.02890015, 1131.01790023, 1132.71539998, 
unit.000538, 1131.01940012, 1132.62540007, 1129.87300014, 1142.29930019, 1130.82530022, 1133.7585001, 1131.02280021, 1130.85050011, 1133.78380013, 1132.62590003, 1131.01720023, 1129.74460006, 1131.01909995, 1130.99080014, 1132.65459991, 
unit.000537, 1126.00100017, 1127.50569987, 1124.75700021, 1135.01690006, 1125.63670015, 1128.88860011, 1126.0164001, 1125.66200018, 1128.91400027, 1127.50690007, 1125.98010015, 1124.62890005, 1126.0007, 1125.97120023, 1127.51379991, 
unit.000536, 1126.00010014, 1127.40509987, 1124.62310028, 1135.07290006, 1125.63630009, 1128.88690019, 1126.00490022, 1125.66150022, 1128.91190028, 1127.40630007, 1125.97050023, 1124.49550009, 1125.99979997, 1125.95610023, 1127.43840003, 
unit.000535, 1124.88650012, 1126.40310001, 1124.49010015, 1135.12700009, 1124.55790019, 1128.83720016, 1124.89350009, 1124.58330011, 1128.86240005, 1126.40350008, 1124.85430002, 1124.36220026, 1124.87549996, 1124.84560013, 1126.44720006, 
unit.000534, 1124.85720015, 1126.50300002, 1124.35690022, 1135.17780018, 1124.55750012, 1128.83550024, 1124.86610007, 1124.58280015, 1128.86070013, 1126.50420022, 1124.84490013, 1124.22920012, 1124.85050011, 1124.83390021, 1126.5086, 
unit.000533, 1119.60140014, 1121.23699999, 1119.29090023, 1129.37240028, 1119.36300015, 1124.08280015, 1119.60640001, 1119.38810015, 1124.10820007, 1121.17460012, 1119.59960008, 1119.16320014, 1119.6012001, 1119.59160018, 1121.26999998, 
unit.000532, 1119.59290004, 1121.20770001, 1119.15820026, 1129.42520022, 1119.36240005, 1124.06410027, 1119.59620023, 1119.38760018, 1124.10880017, 1121.17370009, 1119.59090018, 1119.02510023, 1119.59260011, 1119.58260012, 1121.21679997, 
unit.000531, 1119.47959995, 1121.28200006, 1118.86520028, 1129.47570014, 1119.31160021, 1123.99790025, 1119.48900008, 1119.3367002, 1124.03040028, 1121.27560019, 1119.47770023, 1118.73800015, 1119.47930002, 1119.46800017, 1121.29979992, 
unit.000530, 1119.4691, 1121.21740007, 1118.73250008, 1129.52660012, 1119.31100011, 1123.99740028, 1119.47800016, 1119.33620024, 1124.03000021, 1121.17410016, 1119.46720004, 1118.60510015, 1119.46889997, 1119.45800018, 1121.23639989, 
unit.000289, 162.991899967, 165.970399857, 161.814800262, 169.658200264, 162.455800056, 167.107300282, 162.995500088, 162.480800152, 167.132400274, 165.718200207, 162.989400148, 161.687300205, 162.991600037, 162.893400192, 166.009899855, 
unit.000323, 167.756299973, 917.066400051, 166.56490016, 948.987600088, 167.442400217, 942.583400249, 167.764000177, 167.46750021, 948.483200073, 917.067000151, 167.753600121, 166.437000275, 167.755900145, 167.737800121, 917.119499922, 
unit.000030, 127.888200045, 137.894000053, 117.072600126, 143.626300097, 117.841400146, 139.205900192, 127.967200041, 117.86680007, 139.233700275, 137.686200142, 127.886400223, 115.675600052, 127.888000011, 127.878900051, 137.928099871, 
unit.000176, 147.628000021, 149.823499918, 146.287600279, 157.505900145, 147.276600122, 150.724000216, 147.631500006, 147.301800251, 150.749200106, 149.790300131, 147.625800133, 146.159300089, 147.62770009, 147.531100035, 149.873899937, 
unit.000031, 127.911800146, 138.160300016, 117.148800135, 143.677000284, 117.939700127, 139.287200212, 127.998700142, 117.96780014, 139.312400103, 137.792600155, 127.910000086, 115.676500082, 127.911600113, 127.902300119, 138.168799877, 
unit.000281, 161.628900051, 165.717599869, 160.748900175, 169.760900259, 161.223400116, 167.005300283, 161.632500172, 161.248500109, 167.030400276, 165.71600008, 161.626300097, 160.620500088, 161.628600121, 161.538700104, 165.840699911, 
unit.000280, 161.534800053, 166.220999956, 160.615000248, 169.812000275, 161.222900152, 167.122100115, 161.538400173, 161.248000145, 167.147300243, 166.221800089, 161.532300234, 160.487100124, 161.534500122, 161.495000124, 166.23149991, 
unit.000328, 168.078500032, 909.934099913, 167.232100248, 960.540100098, 167.595800161, 952.772900105, 168.088400126, 167.621000051, 957.066000223, 909.934700012, 168.068300009, 167.104600191, 168.078099966, 167.917800188, 909.981799841, 
unit.000282, 161.674200058, 165.948199987, 160.883100271, 169.603700161, 161.27390027, 167.070300102, 161.677800179, 161.299000263, 167.095400095, 165.717700005, 161.671700239, 160.755400181, 161.673799992, 161.643400192, 165.969399929, 
unit.000285, 161.842600107, 165.61349988, 161.282500267, 169.863200188, 161.325300217, 166.956100225, 161.847400188, 161.350500107, 166.9933002, 165.614200115, 161.84010005, 161.15530014, 161.842299938, 161.797600031, 165.691799879, 
unit.000284, 161.798000097, 167.636600018, 161.149600267, 169.914300203, 161.32490015, 169.229200125, 161.801400185, 161.350000143, 169.25420022, 167.633500099, 161.79550004, 161.021900177, 161.797600031, 161.726500034, 167.677599907, 
unit.000287, 162.842700005, 166.232300043, 161.547700167, 169.965400219, 162.40440011, 167.158600092, 162.846200228, 162.430000067, 167.183700085, 166.222400188, 162.84010005, 161.420100212, 162.842299938, 162.737300158, 166.235499859, 
unit.000286, 162.738399982, 167.734699965, 161.414600134, 170.017000198, 162.404000282, 169.263400078, 162.742200136, 162.429600239, 169.288500071, 167.735000134, 162.732600212, 161.28730011, 162.738100052, 162.678100109, 167.836699963, 
unit.000322, 167.739799976, 1033.08109999, 166.431300163, 1040.13530016, 167.441900253, 1033.64430022, 167.743499994, 167.467000246, 1038.12020016, 1033.08150005, 167.736500025, 166.303800106, 167.739400148, 167.66260004, 1033.11059999, 
unit.000288, 162.893700123, 165.881000042, 161.680600166, 169.709500074, 162.455300093, 167.056200266, 162.897200108, 162.480300188, 167.081300259, 165.717000008, 162.891200066, 161.552900076, 162.893300056, 162.842300177, 165.9447999, 
unit.000320, 166.922100067, 1026.05049992, 166.16380024, 1035.67240024, 166.361400127, 1029.12980008, 166.936700106, 166.388400078, 1033.61810017, 1026.05090022, 166.919400215, 166.036300182, 166.921700001, 166.861700058, 1026.08380008, 
unit.000321, 166.941300154, 1026.08459997, 166.298900127, 1035.72450018, 166.362400055, 1029.1427002, 166.951400042, 166.38800025, 1033.62030005, 1026.05160022, 166.938700199, 166.169300079, 166.940900087, 166.920600176, 1026.13980007, 
unit.000326, 167.901299953, 904.404500008, 166.964500189, 956.62830019, 167.545100212, 948.517700195, 167.907800198, 167.570200205, 952.741400242, 904.405200005, 167.898700237, 166.836200237, 167.900900126, 167.836700201, 904.472800016, 
unit.000327, 167.918800116, 969.29369998, 167.099300146, 976.617400169, 167.545500278, 970.10340023, 167.924800158, 167.570600271, 974.621100187, 969.294400215, 167.916000128, 166.970200062, 167.918300152, 167.901500225, 969.342599869, 
unit.000324, 167.770800114, 928.923699856, 166.697900057, 949.039500237, 167.4933002, 942.620600224, 167.789700031, 167.518300056, 948.482700109, 928.924400091, 167.768300056, 166.570100069, 167.770400047, 167.755300045, 928.972100019, 
