-80.4971,156.851
-148.375,141.217
-147.202,143.563
-80.0142,114.555
-90.6094,168.022
-90.4698,156.745
-80.7859,126.018
-114.488,14.7276
-65.2771,150.884
-126.148,-6.67251
-148.184,148.295
-89.5891,142.074
-63.1178,152.732
-66.7693,137.725
-134.148,-10.1866
-78.1594,152.264
-81.6004,-48.1159
-70.6148,137.392
-117.05,174.267
47.7763,46.1762
-82.6451,150.233
-116.904,141.172
51.6567,31.6049
-130.856,-177.655
-53.7671,149.051
-114.156,-35.5535
-86.6854,-23.7497
-146.131,168.557
-109.841,133.181
-101.632,139.05
-110.294,176.195
-92.5678,146.872
-129.178,19.16
-131.938,158.073
-109.772,140.903
-52.9779,147.721
-148.517,-30.1807
-147.327,170.707
-152.171,153.04
-156.968,-174.276
-130.308,128.92
-63.7628,131.278
-87.0351,152.688
65.7534,17.5934
-87.965,159.819
-94.6852,-2.92541
-88.8818,-0.246177
-60.8406,157.534
-126.756,141.873
-86.3264,21.5777
-74.6273,151.899
-89.9362,165.423
